Gene	sgRNA	eff
TIAF1	ID_24228	1
TIAF1	ID_24227	1
WDR6	ID_30391	1
WDR6	ID_30392	1
WDR6	ID_30394	1
WDR6	ID_30393	1
ADGRF3	ID_63812	1
ADGRF3	ID_63811	1
ADGRF3	ID_63809	1
ADGRF3	ID_63810	1
ANKRD34A	ID_67941	1
ANKRD34A	ID_67942	1
ANKRD34A	ID_67944	1
ANKRD34A	ID_67943	1
CDON	ID_37451	1
CDON	ID_37452	1
CDON	ID_37454	1
CDON	ID_37453	1
UPRT	ID_60724	1
UPRT	ID_60721	1
UPRT	ID_60723	1
UPRT	ID_60722	1
CARD16	ID_57157	1
CARD16	ID_57159	1
CARD16	ID_57160	1
CARD16	ID_57158	1
APOLD1	ID_51732	1
APOLD1	ID_51733	1
APOLD1	ID_51734	1
APOLD1	ID_51731	1
SRSF7	ID_17214	1
SRSF7	ID_17216	1
SRSF7	ID_17215	1
SRSF7	ID_17213	1
SPRR2E	ID_18120	1
SPRR2E	ID_18118	1
SPRR2E	ID_18119	1
SPRR2E	ID_18117	1
ZNF438	ID_65626	1
ZNF438	ID_65625	1
ZNF438	ID_65627	1
ZNF438	ID_65628	1
BRDT	ID_1874	1
BRDT	ID_1873	1
BRDT	ID_1876	1
BRDT	ID_1875	1
SARNP	ID_53483	1
SARNP	ID_53485	1
SARNP	ID_53486	1
SARNP	ID_53484	1
GPR107	ID_46333	1
GPR107	ID_46334	1
GPR107	ID_46331	1
GPR107	ID_46332	1
CD200R1	ID_59945	1
CD200R1	ID_59947	1
CD200R1	ID_59948	1
CD200R1	ID_59946	1
FZD2	ID_6691	1
FZD2	ID_6692	1
FZD2	ID_6689	1
FZD2	ID_6690	1
DIP2C	ID_31366	1
DIP2C	ID_31365	1
DIP2C	ID_31363	1
DIP2C	ID_31364	1
NOC3L	ID_47611	1
NOC3L	ID_47612	1
NOC3L	ID_47614	1
NOC3L	ID_47613	1
ZNF718	ID_66620	1
ZNF718	ID_66617	1
ZNF718	ID_66618	1
ZNF718	ID_66619	1
C16orf54	ID_67529	1
C16orf54	ID_67530	1
C16orf54	ID_67532	1
C16orf54	ID_67531	1
ADAMTS1	ID_25052	1
ADAMTS1	ID_25049	1
ADAMTS1	ID_25050	1
ADAMTS1	ID_25051	1
KRT78	ID_64392	1
KRT78	ID_64389	1
KRT78	ID_64391	1
KRT78	ID_64390	1
NIPAL1	ID_62679	1
NIPAL1	ID_62680	1
NIPAL1	ID_62677	1
NIPAL1	ID_62678	1
ZSCAN4	ID_64906	1
ZSCAN4	ID_64907	1
ZSCAN4	ID_64908	1
ZSCAN4	ID_64905	1
PRKCDBP	ID_56789	1
PRKCDBP	ID_56790	1
PRKCDBP	ID_56792	1
PRKCDBP	ID_56791	1
SHISA4	ID_62151	1
SHISA4	ID_62150	1
SHISA4	ID_62152	1
SHISA4	ID_62149	1
C12orf77	ID_64416	1
C12orf77	ID_64413	1
C12orf77	ID_64415	1
C12orf77	ID_64414	1
PFDN4	ID_13728	1
PFDN4	ID_13725	1
PFDN4	ID_13726	1
PFDN4	ID_13727	1
RPS29	ID_16627	1
RPS29	ID_16628	1
RPS29	ID_16625	1
RPS29	ID_16626	1
CDYL	ID_24797	1
CDYL	ID_24799	1
CDYL	ID_24798	1
CDYL	ID_24800	1
OXLD1	ID_68879	1
OXLD1	ID_68880	1
OXLD1	ID_68878	1
OXLD1	ID_68877	1
OR5J2	ID_67141	1
OR5J2	ID_67142	1
OR5J2	ID_67144	1
OR5J2	ID_67143	1
CCNT2	ID_2522	1
CCNT2	ID_2524	1
CCNT2	ID_2521	1
CCNT2	ID_2523	1
CACHD1	ID_46214	1
CACHD1	ID_46212	1
CACHD1	ID_46211	1
CACHD1	ID_46213	1
FGF8	ID_6263	1
FGF8	ID_6262	1
FGF8	ID_6261	1
FGF8	ID_6264	1
PLS3	ID_14216	1
PLS3	ID_14215	1
PLS3	ID_14214	1
PLS3	ID_14213	1
ZNF688	ID_61608	1
ZNF688	ID_61606	1
ZNF688	ID_61605	1
ZNF688	ID_61607	1
LILRB2	ID_27648	1
LILRB2	ID_27645	1
LILRB2	ID_27646	1
LILRB2	ID_27647	1
NQO2	ID_12675	1
NQO2	ID_12674	1
NQO2	ID_12673	1
NQO2	ID_12676	1
LILRB5	ID_29776	1
LILRB5	ID_29778	1
LILRB5	ID_29775	1
LILRB5	ID_29777	1
controlguide110	ID_76551	1
XPA	ID_20343	1
XPA	ID_20342	1
XPA	ID_20344	1
XPA	ID_20341	1
CAPN14	ID_73027	1
CAPN14	ID_73026	1
CAPN14	ID_73028	1
CAPN14	ID_73025	1
BLMH	ID_1748	1
BLMH	ID_1745	1
BLMH	ID_1747	1
BLMH	ID_1746	1
CDC25C	ID_2815	1
CDC25C	ID_2816	1
CDC25C	ID_2813	1
CDC25C	ID_2814	1
MAPK11	ID_14907	1
MAPK11	ID_14905	1
MAPK11	ID_14906	1
MAPK11	ID_14908	1
D2HGDH	ID_74627	1
D2HGDH	ID_74628	1
D2HGDH	ID_74626	1
D2HGDH	ID_74629	1
GCSAML	ID_62081	1
GCSAML	ID_62082	1
GCSAML	ID_62084	1
GCSAML	ID_62083	1
TCTE3	ID_18920	1
TCTE3	ID_18917	1
TCTE3	ID_18919	1
TCTE3	ID_18918	1
DGCR6L	ID_54826	1
DGCR6L	ID_54824	1
DGCR6L	ID_54825	1
DGCR6L	ID_54823	1
CANT1	ID_58773	1
CANT1	ID_58774	1
CANT1	ID_58776	1
CANT1	ID_58775	1
GALNT11	ID_47131	1
GALNT11	ID_47132	1
GALNT11	ID_47133	1
GALNT11	ID_47134	1
ZKSCAN4	ID_70714	1
ZKSCAN4	ID_70716	1
ZKSCAN4	ID_70715	1
ZKSCAN4	ID_70713	1
MCAT	ID_36103	1
MCAT	ID_36106	1
MCAT	ID_36104	1
MCAT	ID_36105	1
CREB3L4	ID_62011	1
CREB3L4	ID_62012	1
CREB3L4	ID_62010	1
CREB3L4	ID_62009	1
THEM5	ID_67900	1
THEM5	ID_67897	1
THEM5	ID_67898	1
THEM5	ID_67899	1
RAB3C	ID_57584	1
RAB3C	ID_57582	1
RAB3C	ID_57581	1
RAB3C	ID_57583	1
SH3KBP1	ID_37044	1
SH3KBP1	ID_37043	1
SH3KBP1	ID_37046	1
SH3KBP1	ID_37045	1
SETX	ID_31622	1
SETX	ID_31621	1
SETX	ID_31620	1
SETX	ID_31619	1
C17orf67	ID_68872	1
C17orf67	ID_68871	1
C17orf67	ID_68869	1
C17orf67	ID_68870	1
FPGT-TNNI3K	ID_76052	1
FPGT-TNNI3K	ID_76053	1
FPGT-TNNI3K	ID_76050	1
FPGT-TNNI3K	ID_76051	1
OSGEPL1	ID_47495	1
OSGEPL1	ID_47497	1
OSGEPL1	ID_47498	1
OSGEPL1	ID_47496	1
TEX13A	ID_44068	1
TEX13A	ID_44069	1
TEX13A	ID_44070	1
TEX13A	ID_44067	1
HLA-DPB1	ID_8414	1
HLA-DPB1	ID_8415	1
HLA-DPB1	ID_8416	1
HLA-DPB1	ID_8413	1
WDR53	ID_69970	1
WDR53	ID_69972	1
WDR53	ID_69971	1
WDR53	ID_69969	1
controlguide595	ID_77036	1
LRRC2	ID_49231	1
LRRC2	ID_49232	1
LRRC2	ID_49234	1
LRRC2	ID_49233	1
PRKCSH	ID_14861	1
PRKCSH	ID_14862	1
PRKCSH	ID_14864	1
PRKCSH	ID_14863	1
ZBTB41	ID_70205	1
ZBTB41	ID_70207	1
ZBTB41	ID_70206	1
ZBTB41	ID_70208	1
MASP1	ID_15052	1
MASP1	ID_15051	1
MASP1	ID_15050	1
MASP1	ID_15049	1
BRMS1L	ID_53443	1
BRMS1L	ID_53446	1
BRMS1L	ID_53445	1
BRMS1L	ID_53444	1
FSHR	ID_6604	1
FSHR	ID_6602	1
FSHR	ID_6603	1
FSHR	ID_6601	1
controlguide992	ID_77433	1
TRIM6	ID_57998	1
TRIM6	ID_58000	1
TRIM6	ID_57997	1
TRIM6	ID_57999	1
SLC34A2	ID_28524	1
SLC34A2	ID_28521	1
SLC34A2	ID_28522	1
SLC34A2	ID_28523	1
SPP1	ID_18092	1
SPP1	ID_18091	1
SPP1	ID_18090	1
SPP1	ID_18089	1
UPF3A	ID_48429	1
UPF3A	ID_48428	1
UPF3A	ID_48427	1
UPF3A	ID_48430	1
ARL2BP	ID_33200	1
ARL2BP	ID_33202	1
ARL2BP	ID_33201	1
ARL2BP	ID_33199	1
HTR3E	ID_68083	1
HTR3E	ID_68081	1
HTR3E	ID_68082	1
HTR3E	ID_68084	1
BIRC3	ID_921	1
BIRC3	ID_924	1
BIRC3	ID_922	1
BIRC3	ID_923	1
SPACA1	ID_51936	1
SPACA1	ID_51937	1
SPACA1	ID_51935	1
SPACA1	ID_51938	1
GK2	ID_7181	1
GK2	ID_7183	1
GK2	ID_7184	1
GK2	ID_7182	1
DPYD	ID_5005	1
DPYD	ID_5006	1
DPYD	ID_5007	1
DPYD	ID_5008	1
TSGA10IP	ID_66426	1
TSGA10IP	ID_66425	1
TSGA10IP	ID_66427	1
TSGA10IP	ID_66428	1
DGKA	ID_4490	1
DGKA	ID_4489	1
DGKA	ID_4492	1
DGKA	ID_4491	1
LCN15	ID_71490	1
LCN15	ID_71492	1
LCN15	ID_71491	1
LCN15	ID_71489	1
SNX32	ID_66411	1
SNX32	ID_66412	1
SNX32	ID_66409	1
SNX32	ID_66410	1
DOK3	ID_50389	1
DOK3	ID_50390	1
DOK3	ID_50387	1
DOK3	ID_50388	1
CEP41	ID_56759	1
CEP41	ID_56757	1
CEP41	ID_56760	1
CEP41	ID_56758	1
HPGDS	ID_35997	1
HPGDS	ID_35998	1
HPGDS	ID_35996	1
HPGDS	ID_35995	1
SERPINA5	ID_13416	1
SERPINA5	ID_13414	1
SERPINA5	ID_13413	1
SERPINA5	ID_13415	1
B3GAT2	ID_60335	1
B3GAT2	ID_60334	1
B3GAT2	ID_60336	1
B3GAT2	ID_60333	1
GCFC2	ID_18847	1
GCFC2	ID_18845	1
GCFC2	ID_18848	1
GCFC2	ID_18846	1
GTPBP1	ID_25236	1
GTPBP1	ID_25235	1
GTPBP1	ID_25233	1
GTPBP1	ID_25234	1
CNTRL	ID_29999	1
CNTRL	ID_30002	1
CNTRL	ID_30001	1
CNTRL	ID_30000	1
CHAF1A	ID_26787	1
CHAF1A	ID_26786	1
CHAF1A	ID_26785	1
CHAF1A	ID_26788	1
TG	ID_19071	1
TG	ID_19072	1
TG	ID_19070	1
TG	ID_19069	1
IL12RB2	ID_9505	1
IL12RB2	ID_9508	1
IL12RB2	ID_9507	1
IL12RB2	ID_9506	1
MFI2	ID_11413	1
MFI2	ID_11414	1
MFI2	ID_11416	1
MFI2	ID_11415	1
CCK	ID_2461	1
CCK	ID_2464	1
CCK	ID_2462	1
CCK	ID_2463	1
LYRM4	ID_45068	1
LYRM4	ID_45070	1
LYRM4	ID_45067	1
LYRM4	ID_45069	1
GNPTG	ID_53825	1
GNPTG	ID_53826	1
GNPTG	ID_53824	1
GNPTG	ID_53823	1
TMEM99	ID_61756	1
TMEM99	ID_61753	1
TMEM99	ID_61754	1
TMEM99	ID_61755	1
controlguide994	ID_77435	1
CDC42	ID_2828	1
CDC42	ID_2827	1
CDC42	ID_2825	1
CDC42	ID_2826	1
GXYLT2	ID_74521	1
GXYLT2	ID_74520	1
GXYLT2	ID_74518	1
GXYLT2	ID_74519	1
DEFA3	ID_4682	1
DEFA3	ID_4684	1
DEFA3	ID_4683	1
DEFA3	ID_4681	1
TSR1	ID_43146	1
TSR1	ID_43143	1
TSR1	ID_43145	1
TSR1	ID_43144	1
CD7	ID_2585	1
CD7	ID_2587	1
CD7	ID_2588	1
CD7	ID_2586	1
VPS13C	ID_40710	1
VPS13C	ID_40709	1
VPS13C	ID_40708	1
VPS13C	ID_40707	1
TRIM73	ID_70513	1
TRIM73	ID_70516	1
TRIM73	ID_70515	1
TRIM73	ID_70514	1
UPK1B	ID_19911	1
UPK1B	ID_19910	1
UPK1B	ID_19912	1
UPK1B	ID_19909	1
FAXC	ID_53800	1
FAXC	ID_53799	1
FAXC	ID_53802	1
FAXC	ID_53801	1
PHF8	ID_31824	1
PHF8	ID_31826	1
PHF8	ID_31825	1
PHF8	ID_31823	1
RAET1L	ID_62860	1
RAET1L	ID_62857	1
RAET1L	ID_62858	1
RAET1L	ID_62859	1
NUMB	ID_22568	1
NUMB	ID_22567	1
NUMB	ID_22566	1
NUMB	ID_22565	1
ANGEL2	ID_55626	1
ANGEL2	ID_55624	1
ANGEL2	ID_55625	1
ANGEL2	ID_55623	1
MYBL2	ID_11980	1
MYBL2	ID_11979	1
MYBL2	ID_11978	1
MYBL2	ID_11977	1
GMCL1	ID_47695	1
GMCL1	ID_47698	1
GMCL1	ID_47696	1
GMCL1	ID_47697	1
COL9A3	ID_3627	1
COL9A3	ID_3625	1
COL9A3	ID_3628	1
COL9A3	ID_3626	1
LGALS12	ID_54812	1
LGALS12	ID_54813	1
LGALS12	ID_54814	1
LGALS12	ID_54811	1
CTXN2	ID_72120	1
CTXN2	ID_72119	1
CTXN2	ID_72118	1
CTXN2	ID_72117	1
C9orf57	ID_60567	1
C9orf57	ID_60568	1
C9orf57	ID_60565	1
C9orf57	ID_60566	1
SLC1A2	ID_17429	1
SLC1A2	ID_17430	1
SLC1A2	ID_17431	1
SLC1A2	ID_17432	1
PDPR	ID_41466	1
PDPR	ID_41463	1
PDPR	ID_41464	1
PDPR	ID_41465	1
CD207	ID_37214	1
CD207	ID_37213	1
CD207	ID_37211	1
CD207	ID_37212	1
BLK	ID_1738	1
BLK	ID_1739	1
BLK	ID_1737	1
BLK	ID_1740	1
TMEM217	ID_65805	1
TMEM217	ID_65808	1
TMEM217	ID_65806	1
TMEM217	ID_65807	1
SMIM2	ID_48740	1
SMIM2	ID_48739	1
SMIM2	ID_48742	1
SMIM2	ID_48741	1
GTSCR1	ID_65577	1
GTSCR1	ID_65578	1
GTSCR1	ID_65579	1
GTSCR1	ID_65580	1
SERPINE3	ID_74183	1
SERPINE3	ID_74185	1
SERPINE3	ID_74182	1
SERPINE3	ID_74184	1
RPL41	ID_16452	1
RPL41	ID_16450	1
RPL41	ID_16449	1
RPL41	ID_16451	1
ITSN2	ID_37271	1
ITSN2	ID_37272	1
ITSN2	ID_37274	1
ITSN2	ID_37273	1
ATP6V1B1	ID_1455	1
ATP6V1B1	ID_1453	1
ATP6V1B1	ID_1456	1
ATP6V1B1	ID_1454	1
SETD4	ID_39762	1
SETD4	ID_39760	1
SETD4	ID_39759	1
SETD4	ID_39761	1
controlguide93	ID_76534	1
BCAS3	ID_40691	1
BCAS3	ID_40694	1
BCAS3	ID_40693	1
BCAS3	ID_40692	1
TUBAL3	ID_50172	1
TUBAL3	ID_50174	1
TUBAL3	ID_50171	1
TUBAL3	ID_50173	1
PLEKHA3	ID_48522	1
PLEKHA3	ID_48521	1
PLEKHA3	ID_48520	1
PLEKHA3	ID_48519	1
CNFN	ID_53723	1
CNFN	ID_53724	1
CNFN	ID_53725	1
CNFN	ID_53726	1
ASIP	ID_1253	1
ASIP	ID_1256	1
ASIP	ID_1254	1
ASIP	ID_1255	1
BAG6	ID_21075	1
BAG6	ID_21074	1
BAG6	ID_21076	1
BAG6	ID_21073	1
CYP3A4	ID_4398	1
CYP3A4	ID_4400	1
CYP3A4	ID_4399	1
CYP3A4	ID_4397	1
ZNF418	ID_61821	1
ZNF418	ID_61822	1
ZNF418	ID_61823	1
ZNF418	ID_61824	1
PCCB	ID_13391	1
PCCB	ID_13390	1
PCCB	ID_13392	1
PCCB	ID_13389	1
INAFM2	ID_75830	1
INAFM2	ID_75833	1
INAFM2	ID_75832	1
INAFM2	ID_75831	1
MCTS1	ID_36299	1
MCTS1	ID_36300	1
MCTS1	ID_36301	1
MCTS1	ID_36302	1
KIAA2012	ID_76216	1
KIAA2012	ID_76214	1
KIAA2012	ID_76215	1
KIAA2012	ID_76217	1
DACT2	ID_63984	1
DACT2	ID_63981	1
DACT2	ID_63982	1
DACT2	ID_63983	1
controlguide104	ID_76545	1
MRPL55	ID_59495	1
MRPL55	ID_59494	1
MRPL55	ID_59496	1
MRPL55	ID_59493	1
C7	ID_2020	1
C7	ID_2018	1
C7	ID_2017	1
C7	ID_2019	1
NUP214	ID_21181	1
NUP214	ID_21184	1
NUP214	ID_21182	1
NUP214	ID_21183	1
ITGB2	ID_9801	1
ITGB2	ID_9802	1
ITGB2	ID_9804	1
ITGB2	ID_9803	1
CBY3	ID_74072	1
CBY3	ID_74070	1
CBY3	ID_74071	1
CBY3	ID_74073	1
WDR64	ID_59450	1
WDR64	ID_59449	1
WDR64	ID_59451	1
WDR64	ID_59452	1
HOXC9	ID_8729	1
HOXC9	ID_8730	1
HOXC9	ID_8732	1
HOXC9	ID_8731	1
RWDD2B	ID_26904	1
RWDD2B	ID_26901	1
RWDD2B	ID_26902	1
RWDD2B	ID_26903	1
F2RL3	ID_23578	1
F2RL3	ID_23577	1
F2RL3	ID_23579	1
F2RL3	ID_23580	1
STAB2	ID_42695	1
STAB2	ID_42696	1
STAB2	ID_42698	1
STAB2	ID_42697	1
FANCL	ID_41631	1
FANCL	ID_41633	1
FANCL	ID_41634	1
FANCL	ID_41632	1
MC2R	ID_11200	1
MC2R	ID_11199	1
MC2R	ID_11198	1
MC2R	ID_11197	1
ZFYVE9	ID_24638	1
ZFYVE9	ID_24639	1
ZFYVE9	ID_24637	1
ZFYVE9	ID_24640	1
controlguide896	ID_77337	1
RHEBL1	ID_58345	1
RHEBL1	ID_58348	1
RHEBL1	ID_58346	1
RHEBL1	ID_58347	1
NR1D2	ID_26620	1
NR1D2	ID_26617	1
NR1D2	ID_26619	1
NR1D2	ID_26618	1
UBE3D	ID_55278	1
UBE3D	ID_55277	1
UBE3D	ID_55276	1
UBE3D	ID_55275	1
LAMTOR5	ID_28434	1
LAMTOR5	ID_28435	1
LAMTOR5	ID_28436	1
LAMTOR5	ID_28433	1
TP53INP2	ID_46530	1
TP53INP2	ID_46527	1
TP53INP2	ID_46529	1
TP53INP2	ID_46528	1
HIST1H2AH	ID_54753	1
HIST1H2AH	ID_54754	1
HIST1H2AH	ID_54752	1
HIST1H2AH	ID_54751	1
HIST1H2BF	ID_21672	1
HIST1H2BF	ID_21671	1
HIST1H2BF	ID_21669	1
HIST1H2BF	ID_21670	1
RGS9	ID_22969	1
RGS9	ID_22970	1
RGS9	ID_22972	1
RGS9	ID_22971	1
TXNL1	ID_24571	1
TXNL1	ID_24572	1
TXNL1	ID_24570	1
TXNL1	ID_24569	1
SGSH	ID_17263	1
SGSH	ID_17261	1
SGSH	ID_17264	1
SGSH	ID_17262	1
MFSD1	ID_47935	1
MFSD1	ID_47938	1
MFSD1	ID_47936	1
MFSD1	ID_47937	1
IFNLR1	ID_63708	1
IFNLR1	ID_63707	1
IFNLR1	ID_63706	1
IFNLR1	ID_63705	1
CCBL1	ID_2459	1
CCBL1	ID_2457	1
CCBL1	ID_2460	1
CCBL1	ID_2458	1
EZH1	ID_5932	1
EZH1	ID_5930	1
EZH1	ID_5931	1
EZH1	ID_5929	1
PRY	ID_23797	1
PRY	ID_23800	1
PRY	ID_23799	1
PRY	ID_23798	1
RASL10A	ID_28741	1
RASL10A	ID_28743	1
RASL10A	ID_28742	1
RASL10A	ID_28744	1
RAB4A	ID_15657	1
RAB4A	ID_15660	1
RAB4A	ID_15659	1
RAB4A	ID_15658	1
NINJ2	ID_12617	1
NINJ2	ID_12618	1
NINJ2	ID_12620	1
NINJ2	ID_12619	1
HTRA2	ID_36119	1
HTRA2	ID_36120	1
HTRA2	ID_36121	1
HTRA2	ID_36122	1
TMED3	ID_32775	1
TMED3	ID_32778	1
TMED3	ID_32777	1
TMED3	ID_32776	1
GOLGA8B	ID_72907	1
GOLGA8B	ID_72905	1
GOLGA8B	ID_72906	1
GOLGA8B	ID_72908	1
ACTL6B	ID_38716	1
ACTL6B	ID_38717	1
ACTL6B	ID_38718	1
ACTL6B	ID_38715	1
TNF	ID_19357	1
TNF	ID_19358	1
TNF	ID_19359	1
TNF	ID_19360	1
TATDN2	ID_26012	1
TATDN2	ID_26010	1
TATDN2	ID_26011	1
TATDN2	ID_26009	1
ZNF664-FAM101A	ID_76172	1
ZNF664-FAM101A	ID_76171	1
ZNF664-FAM101A	ID_76170	1
ZNF664-FAM101A	ID_76173	1
VSTM5	ID_70863	1
VSTM5	ID_70861	1
VSTM5	ID_70864	1
VSTM5	ID_70862	1
LLGL1	ID_10697	1
LLGL1	ID_10700	1
LLGL1	ID_10699	1
LLGL1	ID_10698	1
MAPKAPK5	ID_22294	1
MAPKAPK5	ID_22296	1
MAPKAPK5	ID_22295	1
MAPKAPK5	ID_22293	1
RUNX3	ID_2414	1
RUNX3	ID_2413	1
RUNX3	ID_2415	1
RUNX3	ID_2416	1
GKN2	ID_64723	1
GKN2	ID_64722	1
GKN2	ID_64721	1
GKN2	ID_64724	1
RNF166	ID_57608	1
RNF166	ID_57607	1
RNF166	ID_57605	1
RNF166	ID_57606	1
GPR161	ID_32802	1
GPR161	ID_32799	1
GPR161	ID_32800	1
GPR161	ID_32801	1
NPY1R	ID_12817	1
NPY1R	ID_12818	1
NPY1R	ID_12819	1
NPY1R	ID_12820	1
controlguide962	ID_77403	1
AFF2	ID_6514	1
AFF2	ID_6515	1
AFF2	ID_6513	1
AFF2	ID_6516	1
MUSTN1	ID_71293	1
MUSTN1	ID_71294	1
MUSTN1	ID_71296	1
MUSTN1	ID_71295	1
FAM19A4	ID_62540	1
FAM19A4	ID_62537	1
FAM19A4	ID_62538	1
FAM19A4	ID_62539	1
C1QTNF6	ID_57345	1
C1QTNF6	ID_57346	1
C1QTNF6	ID_57347	1
C1QTNF6	ID_57348	1
NISCH	ID_30424	1
NISCH	ID_30423	1
NISCH	ID_30426	1
NISCH	ID_30425	1
NOMO3	ID_72720	1
NOMO3	ID_72717	1
NOMO3	ID_72718	1
NOMO3	ID_72719	1
KRT26	ID_70134	1
KRT26	ID_70135	1
KRT26	ID_70133	1
KRT26	ID_70136	1
INPP5D	ID_9637	1
INPP5D	ID_9640	1
INPP5D	ID_9639	1
INPP5D	ID_9638	1
RNF31	ID_41484	1
RNF31	ID_41483	1
RNF31	ID_41486	1
RNF31	ID_41485	1
CAMKK1	ID_53231	1
CAMKK1	ID_53232	1
CAMKK1	ID_53233	1
CAMKK1	ID_53234	1
ANTXR2	ID_58014	1
ANTXR2	ID_58016	1
ANTXR2	ID_58015	1
ANTXR2	ID_58013	1
TUBB1	ID_51478	1
TUBB1	ID_51475	1
TUBB1	ID_51476	1
TUBB1	ID_51477	1
ACBD3	ID_47931	1
ACBD3	ID_47934	1
ACBD3	ID_47933	1
ACBD3	ID_47932	1
KRTAP5-1	ID_70743	1
KRTAP5-1	ID_70742	1
KRTAP5-1	ID_70741	1
KRTAP5-1	ID_70744	1
ZC3H4	ID_32092	1
ZC3H4	ID_32091	1
ZC3H4	ID_32094	1
ZC3H4	ID_32093	1
NOXO1	ID_58694	1
NOXO1	ID_58693	1
NOXO1	ID_58696	1
NOXO1	ID_58695	1
KCNRG	ID_67401	1
KCNRG	ID_67404	1
KCNRG	ID_67402	1
KCNRG	ID_67403	1
FIBP	ID_24053	1
FIBP	ID_24056	1
FIBP	ID_24055	1
FIBP	ID_24054	1
ZBTB17	ID_20721	1
ZBTB17	ID_20722	1
ZBTB17	ID_20723	1
ZBTB17	ID_20724	1
HN1	ID_37983	1
HN1	ID_37985	1
HN1	ID_37986	1
HN1	ID_37984	1
F8	ID_5967	1
F8	ID_5965	1
F8	ID_5966	1
F8	ID_5968	1
LINGO4	ID_68933	1
LINGO4	ID_68934	1
LINGO4	ID_68935	1
LINGO4	ID_68936	1
LRIF1	ID_43394	1
LRIF1	ID_43392	1
LRIF1	ID_43393	1
LRIF1	ID_43391	1
SYMPK	ID_21375	1
SYMPK	ID_21376	1
SYMPK	ID_21374	1
SYMPK	ID_21373	1
ACTR3	ID_26992	1
ACTR3	ID_26990	1
ACTR3	ID_26989	1
ACTR3	ID_26991	1
NAA40	ID_50072	1
NAA40	ID_50073	1
NAA40	ID_50074	1
NAA40	ID_50071	1
FAM83B	ID_66022	1
FAM83B	ID_66023	1
FAM83B	ID_66021	1
FAM83B	ID_66024	1
ERGIC3	ID_39143	1
ERGIC3	ID_39144	1
ERGIC3	ID_39146	1
ERGIC3	ID_39145	1
SLC18A3	ID_17669	1
SLC18A3	ID_17671	1
SLC18A3	ID_17672	1
SLC18A3	ID_17670	1
MMP7	ID_11598	1
MMP7	ID_11597	1
MMP7	ID_11599	1
MMP7	ID_11600	1
CREB3L2	ID_47988	1
CREB3L2	ID_47990	1
CREB3L2	ID_47987	1
CREB3L2	ID_47989	1
CDR1	ID_2962	1
CDR1	ID_2964	1
CDR1	ID_2963	1
CDR1	ID_2961	1
controlguide963	ID_77404	1
TBL1XR1	ID_49731	1
TBL1XR1	ID_49732	1
TBL1XR1	ID_49734	1
TBL1XR1	ID_49733	1
RASGEF1A	ID_65654	1
RASGEF1A	ID_65655	1
RASGEF1A	ID_65656	1
RASGEF1A	ID_65653	1
GATAD2A	ID_40651	1
GATAD2A	ID_40654	1
GATAD2A	ID_40652	1
GATAD2A	ID_40653	1
SERINC1	ID_45700	1
SERINC1	ID_45699	1
SERINC1	ID_45702	1
SERINC1	ID_45701	1
VPS8	ID_32555	1
VPS8	ID_32556	1
VPS8	ID_32558	1
VPS8	ID_32557	1
FAIM	ID_41828	1
FAIM	ID_41829	1
FAIM	ID_41830	1
FAIM	ID_41827	1
SSUH2	ID_37672	1
SSUH2	ID_37671	1
SSUH2	ID_37673	1
SSUH2	ID_37674	1
TRIB1	ID_27411	1
TRIB1	ID_27409	1
TRIB1	ID_27412	1
TRIB1	ID_27410	1
AADACL4	ID_69486	1
AADACL4	ID_69485	1
AADACL4	ID_69487	1
AADACL4	ID_69488	1
PRR22	ID_63651	1
PRR22	ID_63650	1
PRR22	ID_63652	1
PRR22	ID_63649	1
TRIM49B	ID_67205	1
TRIM49B	ID_67207	1
TRIM49B	ID_67206	1
TRIM49B	ID_67208	1
AAAS	ID_21270	1
AAAS	ID_21269	1
AAAS	ID_21271	1
AAAS	ID_21272	1
DEFB125	ID_66174	1
DEFB125	ID_66176	1
DEFB125	ID_66173	1
DEFB125	ID_66175	1
HOMEZ	ID_45965	1
HOMEZ	ID_45966	1
HOMEZ	ID_45964	1
HOMEZ	ID_45963	1
CNTNAP1	ID_22136	1
CNTNAP1	ID_22134	1
CNTNAP1	ID_22135	1
CNTNAP1	ID_22133	1
OR51Q1	ID_71565	1
OR51Q1	ID_71568	1
OR51Q1	ID_71566	1
OR51Q1	ID_71567	1
CES1	ID_3045	1
CES1	ID_3047	1
CES1	ID_3046	1
CES1	ID_3048	1
GRIP2	ID_51435	1
GRIP2	ID_51437	1
GRIP2	ID_51436	1
GRIP2	ID_51438	1
CCDC22	ID_36197	1
CCDC22	ID_36195	1
CCDC22	ID_36198	1
CCDC22	ID_36196	1
PARN	ID_13314	1
PARN	ID_13316	1
PARN	ID_13313	1
PARN	ID_13315	1
ALPP	ID_693	1
ALPP	ID_696	1
ALPP	ID_695	1
ALPP	ID_694	1
CRELD1	ID_48624	1
CRELD1	ID_48623	1
CRELD1	ID_48626	1
CRELD1	ID_48625	1
EME2	ID_64524	1
EME2	ID_64522	1
EME2	ID_64523	1
EME2	ID_64521	1
controlguide179	ID_76620	1
ASB14	ID_61113	1
ASB14	ID_61115	1
ASB14	ID_61114	1
ASB14	ID_61116	1
CPEB3	ID_30991	1
CPEB3	ID_30994	1
CPEB3	ID_30992	1
CPEB3	ID_30993	1
IQCC	ID_43149	1
IQCC	ID_43150	1
IQCC	ID_43147	1
