Name,Smiles,Unaligned Pharm. Score,rmsd,Binding Affinity Score,Pharm. Score
ZINC45947791,O=C(O)c3ccc(Nc1nc(nc(c1)C)Nc2ccccc2)cc3,-1.0,0.7950651,-11.7,75.84
ZINC32553355,n1c(nc(nc1N)c2ccc(cc2)CC#N)Nc3ccc(cc3)C,65.61,1.1953281,-13.55,75.84
ZINC08872882,Brc1c(cccc1)C=NNc2nc(nc(n2)N3CCOCC3)Nc4ccc([N+](=O)O)cc4,-1.0,0.9422657,-13.41,75.83
ZINC08872679,Clc1c(cccc1)C=NNc2nc(nc(n2)N3CCOCC3)Nc4ccc([N+](=O)O)cc4,-1.0,0.94315976,-7.0,75.83
ZINC72033622,Fc3ccc(Nc1nc(nc(n1)COc2c(cc([N+](=O)O)cc2)C(F)(F)F)N)cc3,-1.0,1.1482388,-17.1,75.79
ZINC72033622,Fc3ccc(Nc1nc(nc(n1)COc2c(cc([N+](=O)O)cc2)C(F)(F)F)N)cc3,-1.0,0.9750984,-10.4,75.79
ZINC72150846,O=c1n(c(=O)c(c(n1C)C)c3c2c([nH]cc2)nc(NCCN(C)C)c3)C,-1.0,0.9207577,-1.55,75.79
ZINC32581032,O=C(c3ccc(c1nc(nc(n1)N)Nc2ccc(cc2)C)cc3)C,65.66,1.1441599,-10.47,75.78
ZINC67975583,O=C(Nc3cc(c1nc(nc(n1)N)NCc2ccccc2)ccc3)C,66.07,0.89757574,-22.11,75.75
ZINC02361361,O=c2n(nc(Oc1nc(OC)nc(n1)NC(C)(C)C)cc2)c3ccccc3,55.92,0.9011246,-19.0,75.74
ZINC35929308,Fc5ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCc4ncccc4)cc5,-1.0,0.91978747,-23.53,75.73
ZINC35929308,Fc5ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCc4ncccc4)cc5,-1.0,0.8412085,-22.91,75.73
ZINC35929294,Fc5ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCc4ccccc4)cc5,-1.0,0.9215023,-26.94,75.73
ZINC35929294,Fc5ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCc4ccccc4)cc5,-1.0,0.8462303,-26.55,75.73
ZINC35929306,Fc4ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCCN(C)C)cc4,-1.0,1.0039314,-26.9,75.73
ZINC35929306,Fc4ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCCN(C)C)cc4,-1.0,0.8779873,-27.54,75.73
ZINC72143513,[nH]2c1nc(NCCN(C)C)cc(c1cc2)c4cc3c(cnc(N)c3)cc4,-1.0,0.96142143,-14.75,75.73
ZINC71260597,s1c3n(nc1c2cc(OCC)c(OCC)c(OCC)c2)c(nn3)CN4CCCCCC4,-1.0,1.1509056,-8.0,75.72
ZINC71260597,s1c3n(nc1c2cc(OCC)c(OCC)c(OCC)c2)c(nn3)CN4CCCCCC4,-1.0,1.1232264,-8.04,75.72
ZINC13574152,Clc1c(ccc(F)c1)CNc2[n+](O)n(nc2[N+](=O)O)c4cc3OCCOc3cc4,76.01,0.96360046,-10.75,75.7
ZINC72440089,Clc4cc(Cl)cc(Nc1[nH]c(=O)c2c(n1)nccc2c3ccc(OC)cc3)c4,55.95,0.88026065,-19.14,75.7
ZINC14921146,O=[N+](O)c5ccc(Nc1nc(nc(n1)Nc2ccc(OC)cc2)NN=Cc3c[nH]c4c3cccc4)cc5,-1.0,0.79163694,-17.6,75.69
ZINC11468629,S(c1[nH]nc(n1)CCC)Cc2nc(nc(n2)N)Nc3ccc(F)cc3,-1.0,1.0554433,-6.03,75.69
ZINC21525622,o1c(ccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccccc4,76.12,0.9707751,-20.37,75.67
ZINC02420762,s3c(SCc1nc(nc(n1)N)Nc2c(OC)cccc2)nnc3C,55.71,1.1064206,-1.31,75.66
ZINC32553352,n1c(nc(nc1N)c2ccc(cc2)C#N)Nc3ccc(cc3)C,75.92,0.9764861,-20.14,75.65
ZINC08872847,Clc1cc(c(O)cc1)C=NNc2nc(nc(n2)Nc3ccccc3)Nc4ccc(OC)cc4,-1.0,0.81300575,-24.69,75.64
ZINC21792775,O(c3ccc(c2nc(nc(c1ccccc1)c2)NC(=O)CCC)cc3)C,-1.0,0.9563137,-22.91,75.64
ZINC19124027,Fc1cc(ccc1)CNc3nc(c(c2onc(c2)C)cn3)c5cnc(N4CCOCC4)cc5,-1.0,1.1010164,-14.44,75.63
ZINC20446805,FC(F)(F)Oc3ccc(n2nc(Nc1ccc(cc1)CCC)c(n2)C(=O)C)cc3,76.08,0.8499007,-28.92,75.62
ZINC15838185,O(c4ccc(c2nc(nc(c1ccc(cc1)C)c2)NC(=O)c3ccc(cc3)C)cc4)C,-1.0,0.9695302,-26.28,75.61
ZINC05702289,S(c1nnc(n1C)C2CC2)Cc3nc(nc(n3)N)Nc4ccccc4,-1.0,1.0308555,-1.67,75.6
ZINC21792831,O(c1c(cccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4)C,76.03,0.96858364,-26.04,75.59
ZINC72382940,s1c(ncc1C)Nc2nc(nc(c2)CC3CN(C(=O)C(N)(C)C)CCC3)C,-1.0,0.90471596,-12.95,75.59
ZINC32124248,O(c1c(cccc1)CNc3nc2n(ncc2c(n3)NCCCO)C)C,-1.0,0.9010021,-12.32,75.58
ZINC01772939,o4nc(n1nnc(c1c2ccc([N+](=O)O)cc2)C(=O)NN=CC=Cc3ccccc3)c(n4)N,-1.0,1.1141804,7.61,75.57
ZINC23128128,O=C(O)c2c3[nH]c(nc3nc(c1ccc(cc1)C(=O)O)c2)c4ccccc4,86.34,0.9074254,-8.8,75.56
ZINC32516025,O(c3c(OC)ccc(c1nc(nc(n1)N)Nc2ccc(cc2)C)c3)C,-1.0,1.1022028,-10.16,75.55
ZINC15838187,Fc1ccc(cc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(cc4)C,-1.0,0.9695307,-25.75,75.54
ZINC48354379,O1c2c(OCC1)ccc(c2)C5n3ncnc3NC(c4ccccc4)C5,66.3,0.9427205,-20.88,75.51
ZINC71854692,S(c1c2c(nc(c1)C)cccc2)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,-1.0,1.2439965,-12.22,75.5
ZINC02192132,ClC(F)(F)Oc2ccc(Nc1nc(OCC(F)(F)F)nc(n1)NCC=C)cc2,105.77,0.91841817,-21.42,75.47
ZINC21525645,O(c3ccc(c2nc(nc(c1ccc(OC)cc1)c2)NC(=O)CCCCC)cc3)C,65.96,0.99387646,-24.88,75.44
ZINC08745663,s3c(SCc1nc(nc(n1)N)Nc2ccc(F)cc2)nnc3,65.54,1.1031529,-7.4,75.41
ZINC02918165,FC(F)Oc1ccc(cc1)C4n2ncnc2NC(c3ccc(OC)cc3)C4,-1.0,1.0284412,-15.32,75.4
ZINC22284529,Clc3ccc(Nc1nc(nc(n1)CSc2[nH]nc(n2)CC)N)cc3,-1.0,1.0556096,-4.28,75.32
ZINC04945077,O(c1ccc(OC)cc1)Cc2nc(nc(n2)N)Nc3cc(OC)ccc3,66.15,1.1502075,-6.09,75.19
ZINC32540567,O=C(N(C)C)c3ccc(c1nc(nc(n1)N)Nc2ccc(cc2)C)cc3,-1.0,1.0769471,-11.32,75.1
ZINC06901715,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCc4ccc(cc4)C)c5ccccc5,65.82,1.0633763,-26.31,67.66
ZINC06792558,Fc1ccc(cc1)CNc3nc4c(n2c3nnc2C)cc(cc4)C(=O)c5ccccc5,65.82,1.0633631,-24.32,67.47
ZINC09390676,s2c(NC(=O)c1ccc(cc1)C(=O)C)c(c(c2Cc4cc3OCOc3cc4)C)C#N,65.55,1.1111722,-15.76,67.31
ZINC06456015,s2c(NC(=O)C1CCCCC1)c(c(c2Cc4cc3OCOc3cc4)C)C#N,55.85,1.029434,-21.49,67.26
ZINC72454514,o1c(nnc1)c5ccc(c4c2c([nH]cc2)nc(NCc3ccncc3)c4)cc5,86.21,0.9778865,-23.33,67.25
ZINC72161223,O1c4c(OC1)ccc(c3c2c([nH]cc2)nc(NCCN(C)C)c3)c4,76.42,0.940131,-21.38,67.23
ZINC72478040,[nH]3c2nc(NC1CCCC1)cc(c2cc3)c4cnc(cc4)C#N,66.05,0.9874919,-18.1,67.17
ZINC91430185,S(=O)(=O)(Cc1ccccc1)CCCNc3ncnc(NCC2CC2)c3,66.75,0.86112785,-22.31,67.15
ZINC14921160,Fc1cc(ccc1)C=NNc2nc(nc(n2)Nc3ccc([N+](=O)O)cc3)Nc4ccc(OC)cc4,-1.0,0.8129295,-25.51,67.11
ZINC00465364,O(c1nc(OC)nc(n1)NC)c2ccc(cc2)C(=O)OC,-1.0,0.9264233,-16.24,67.09
ZINC04545668,O(c1nc(OC)nc(n1)NCC)c2ccc(cc2)C=O,-1.0,0.8521775,-20.64,67.05
ZINC36694035,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)c2cc(cc(c2)C)C)cc3)CC,76.01,0.99284583,-16.13,66.9
ZINC36694034,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)C2CCCC2)cc3)CC,-1.0,0.87949854,-9.58,66.9
ZINC36694034,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)C2CCCC2)cc3)CC,75.99,0.925033,-12.78,66.9
ZINC07504033,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCc4ncccc4)c5ccccc5,-1.0,1.0704495,-25.69,66.88
ZINC02528640,s2c(c1ccc(OCC)cc1)cc(NC(=O)OC(C)(C)C)c2C(=O)O,76.49,0.9145429,-23.5,66.87
ZINC72476505,O=C(NC)c4ccc(c3c1c([nH]cc1)nc(NC2CCCC2)c3)cc4,66.33,0.98164535,-26.09,66.81
ZINC36694029,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)c2n(ncc2)C(C)C)cc3)CC,-1.0,1.0469012,-6.75,66.79
ZINC36693909,S(=O)(=O)(c2ccc(c1oc(nn1)NC(=O)CC)cc2)CC,76.02,0.94522566,-7.79,66.78
ZINC72383436,s1c(ncc1)Nc2ncnc(c2)CC3CN(C(=O)C)CCC3,-1.0,0.87902176,-17.05,66.76
ZINC69865116,S(=O)(=O)(CC(N(Cc1nc(nc(n1)N)Nc2c(cccc2)C)C)C)C,-1.0,0.9678978,-1.77,66.75
ZINC05240638,S(=O)(=O)(c4ccc(c1oc(nn1)NC(=O)c2c3c(ccc2)cccc3)cc4)C,-1.0,1.0174825,-13.92,66.74
ZINC78790500,Clc3ncccc3OCc1nc(nc(n1)N)Nc2c(cccc2)CC,55.48,1.2314506,-7.94,66.7
ZINC04107136,o1c(nnc1c3cc2OCCOc2cc3)NC(=O)C4CCCCC4,65.76,0.9183794,-19.12,66.7
ZINC69865114,S(=O)(=O)(CC(N(Cc1nc(nc(n1)N)Nc2c(cccc2)C)C)C)C,-1.0,1.1128057,-3.55,66.68
ZINC94729359,O(c2cc(c(c1nc(ncc1)NCCC)cc2)C)C,75.87,0.9728784,-16.72,66.68
ZINC30072256,Clc1ccc(cc1)C=NNc2nc(nc(n2)Nc3ccccc3)Nc4ccc(OC)cc4,-1.0,0.812425,-39.17,66.66
ZINC30072256,Clc1ccc(cc1)C=NNc2nc(nc(n2)Nc3ccccc3)Nc4ccc(OC)cc4,-1.0,0.61556894,-33.03,66.66
ZINC09224703,O(c1c(cccc1)CNc3nc4c(n2c3nnc2C)cc(cc4)C(=O)c5ccccc5)C,-1.0,1.1728257,-20.9,66.66
ZINC06901736,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCC(c4ccccc4)C)c5ccccc5,-1.0,1.0351014,-27.14,66.66
ZINC20939762,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCC4N(CCC4)CC)c5ccccc5,-1.0,1.1251289,-18.72,66.66
ZINC20939758,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCC4N(CCC4)CC)c5ccccc5,-1.0,0.9593973,-23.66,66.66
ZINC20939758,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCC4N(CCC4)CC)c5ccccc5,-1.0,1.046332,-16.81,66.66
ZINC07504051,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCCN(CC)CC)c4ccccc4,-1.0,1.2074943,-19.99,66.66
ZINC06791747,O5C(CNc2nc3c(n1c2nnc1C)cc(cc3)C(=O)c4ccccc4)CCC5,-1.0,0.9869006,-17.48,66.66
ZINC06791735,O5C(CNc2nc3c(n1c2nnc1C)cc(cc3)C(=O)c4ccccc4)CCC5,-1.0,1.0376017,-13.55,66.66
ZINC46016877,S(c3nn(c1nc(nc(n1)NC2CC2)N(C)C)cn3)CC(=O)OCC,-1.0,1.0744795,-17.69,66.66
ZINC07504039,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCCOC)c4ccccc4,-1.0,1.15717,-14.13,66.66
ZINC20939762,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCC4N(CCC4)CC)c5ccccc5,-1.0,0.9835378,-16.42,66.63
ZINC00314595,O(c1nc(OC)nc(n1)NCC)c2ccc(cc2)C(=O)OC,-1.0,0.9258375,-16.71,66.62
ZINC06901735,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCC(c4ccccc4)C)c5ccccc5,-1.0,1.16391,-15.64,66.61
ZINC05589054,Clc1nc(nc(n1)NCc2cnccc2)Nc3cc(O)ccc3,66.81,0.8538867,-27.65,66.59
ZINC94615457,S(c1ccncc1)Cc2cc(ncc2)NCCC,66.54,0.83549035,-25.83,66.59
ZINC94615457,S(c1ccncc1)Cc2cc(ncc2)NCCC,66.54,0.8353205,-27.04,66.59
ZINC08680371,O[n+]1n(nc([N+](=O)O)c1NCCCO)c3cc2OCCOc2cc3,56.39,0.97073346,-4.73,66.57
ZINC36693896,Clc1sc(Cl)cc1C(=O)Nc2oc(nn2)c3ccc(S(=O)(=O)CC)cc3,-1.0,0.9373959,-5.57,66.56
ZINC21792840,O(c3ccc(c2nc(nc(c1ccc(OC)cc1)c2)NC(=O)C(C)(C)C)cc3)C,76.13,0.9840927,-20.45,66.56
ZINC08857484,s1c(ncc1)Nc2nc(nc(n2)Nc3ccc(O)cc3)Nc4sccn4,-1.0,0.8364585,-13.6,66.56
ZINC36693276,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)C2CCCC2)cc3)C,75.99,0.9250329,-8.27,66.55
ZINC04813627,Clc1ccc(cc1)CCNc2[n+](O)n(nc2[N+](=O)O)c3ccc(OC)cc3,65.86,0.9251232,-24.22,66.54
ZINC05005460,O[n+]1n(nc([N+](=O)O)c1NCCc2ccccc2)c3ccc(OC)cc3,65.75,0.92480534,-21.88,66.54
ZINC04922715,O[n+]1n(nc([N+](=O)O)c1NC2C(CCCC2)C)c3ccc(OC)cc3,56.18,1.0204464,-16.79,66.54
ZINC04922715,O[n+]1n(nc([N+](=O)O)c1NC2C(CCCC2)C)c3ccc(OC)cc3,-1.0,0.7286167,-17.32,66.54
ZINC04813815,O[n+]1n(nc([N+](=O)O)c1NC2CCCCCC2)c3ccc(OC)cc3,56.43,0.7851005,-18.79,66.54
ZINC04813815,O[n+]1n(nc([N+](=O)O)c1NC2CCCCCC2)c3ccc(OC)cc3,-1.0,0.71871287,-11.69,66.54
ZINC16226432,O[n+]1n(nc([N+](=O)O)c1NC2CCCCC2)c3ccc(OC)cc3,56.17,1.0271077,-23.52,66.54
ZINC13123311,S(=O)(=O)(Nc1nn3c(n1)NC(c2ccc(OC)cc2)CC3c4ccc(OC)cc4)C,-1.0,0.9362797,-9.64,66.53
ZINC94728727,Fc1c(nc(nc1)NCCC)c2cnc(OC)cc2,85.77,0.9807869,-14.67,66.51
ZINC11934098,O(c3c(OC)cc(c1nc(nnc1)NCC2CC2)cc3OC)C,56.24,0.9472785,-23.77,66.5
ZINC00529326,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3ccccc3,65.72,1.0546187,4.05,66.5
ZINC00529326,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3ccccc3,-1.0,1.0838212,2.52,66.5
ZINC14085896,S(c1nncn1C)Cc2nc(nc(n2)N)Nc3ccccc3,-1.0,1.0853148,-4.9,66.5
ZINC01265986,S(c1[nH]ncn1)Cc2nc(nc(n2)N)Nc3ccccc3,65.72,1.0567077,-2.28,66.5
ZINC02577793,ClC(Cl)=C(Cl)C(=O)Nc2c(sc(c1ccc(OC)cc1)c2)C(=O)N,-1.0,0.8984965,-23.2,66.48
ZINC72383843,O=C(N3CC(Cc2ncnc(Nc1ncccc1C)c2)CCC3)CC,-1.0,0.8631902,-21.3,66.48
ZINC72383538,O=C(N3CC(Cc2ncnc(Nc1ncccc1C)c2)CCC3)C,-1.0,0.86319023,-19.28,66.48
ZINC09908062,O(c4ccc(NC(=O)CNc1nc(nc(n1)Nc2ccc(OC)cc2)Nc3ccc(OC)cc3)cc4)CC,-1.0,0.81297493,-30.72,66.43
ZINC09908062,O(c4ccc(NC(=O)CNc1nc(nc(n1)Nc2ccc(OC)cc2)Nc3ccc(OC)cc3)cc4)CC,-1.0,0.81318474,-31.98,66.43
ZINC20939765,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCc4ccncc4)c5ccccc5,-1.0,1.0711185,-13.76,66.43
ZINC59484276,s1c(nc(c1c2ccc([N+](=O)O)cc2)c3ccccc3)NN=Cc4ccc(F)cc4,-1.0,0.93316036,-24.09,66.42
ZINC01609266,Clc4ccc(c2cn(c1ncnc(N)c12)c3ccc(OC)cc3)cc4,56.46,0.8165224,-19.35,66.41
ZINC09185435,O(c1c(cccc1)C=CC(=O)Nc2nn4c(n2)NC(c3ccccc3)CC4c5ccc(OC)cc5)C,66.32,0.9362796,-20.34,66.4
ZINC05307450,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccccc3)C4)NC(=O)COC)C,66.32,0.93619776,-11.14,66.4
ZINC21588624,O=[N+](O)c3c(cc(OCc1nc(nc(n1)N)Nc2c(cccc2)C)cc3)C,-1.0,1.2452711,-15.31,66.4
ZINC09345879,O(c1ccc(cc1)C5Nc2n(nc(n2)N3C(=O)CCC3=O)C(c4ccc(OC)cc4)C5)C,-1.0,0.9364816,-9.16,66.39
ZINC13127419,O(c1ccc(cc1)C4Nc2n(nc(n2)NC(=O)COC)C(c3ccc(OC)cc3)C4)C,66.31,0.9362792,-9.42,66.39
ZINC08191784,O1c4c(OC1)ccc(OCc2nc(nc(n2)N)Nc3ccc(cc3)C)c4,-1.0,1.0163417,-12.85,66.38
ZINC02416822,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccccc3)C4)NC(=O)Cc5ccc(OC)cc5)C,-1.0,0.9361976,-16.81,66.37
ZINC09158103,O(c1ccccc1)CC(=O)Nc2nn4c(n2)NC(c3ccccc3)CC4c5ccc(OC)cc5,66.32,0.93627995,-17.92,66.37
ZINC05307450,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccccc3)C4)NC(=O)COC)C,66.32,0.93627983,-10.45,66.37
ZINC04922713,O[n+]1n(nc([N+](=O)O)c1NCCCO)c2ccc(OC)cc2,56.44,0.9542014,-9.11,66.37
ZINC13770446,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)COc3ccccc3)C(c4ccc(OC)cc4)C5,66.31,0.93605864,-18.95,66.36
ZINC35929292,Fc4ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCC(C)C)cc4,-1.0,0.802985,-19.2,66.36
ZINC35929292,Fc4ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCC(C)C)cc4,-1.0,0.9890925,-20.61,66.36
ZINC00959125,O=C(O)c3c(Nc1nc(ncc1)Nc2ccccc2)cccc3,75.88,1.128449,-20.69,66.35
ZINC93420824,S(=O)(=O)(C(C(N(Cc1c([nH]nc1)C(=O)OCC)C)C)C)C,85.87,0.950347,-9.05,66.34
ZINC02918186,Clc1c(OCC)ccc(c1)C4Nc2n(nnn2)C(c3ccc(OC(F)F)cc3)C4,66.51,0.9363565,-11.0,66.33
ZINC93701725,S(=O)(=O)(N2CC(Cn1ncnc1CNC(C)C)CCC2)C,56.48,1.0537955,-11.0,66.33
ZINC11296735,Brc1c(cc(OC)c(OC)c1)C=C(c2nc(nc(n2)N)Nc3ccccc3)C#N,56.21,1.1696843,-23.29,66.32
ZINC04945077,O(c1ccc(OC)cc1)Cc2nc(nc(n2)N)Nc3cc(OC)ccc3,66.19,1.0771757,-6.52,66.32
ZINC78791748,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC4CC(C3CC3)CCC4,65.74,1.1319518,-16.17,66.31
ZINC08680371,O[n+]1n(nc([N+](=O)O)c1NCCCO)c3cc2OCCOc2cc3,56.54,0.8364089,-3.95,66.31
ZINC16227455,O[n+]1n(nc([N+](=O)O)c1NCCc2cc(OC)c(OC)cc2)c4cc3OCCOc3cc4,76.01,0.8870122,-14.28,66.3
ZINC16227455,O[n+]1n(nc([N+](=O)O)c1NCCc2cc(OC)c(OC)cc2)c4cc3OCCOc3cc4,76.02,0.8868737,-13.63,66.3
ZINC09701541,o1c(nnc1c3cc2OCOc2cc3)NC(=O)Cc4c5c(ccc4)cccc5,-1.0,1.0280832,-19.08,66.29
ZINC94728737,s2c(c1nc(nc(c1)C)NCC)ccc2C#N,66.44,0.9702128,-16.65,66.29
ZINC02404424,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccccc3)C4)NC(=O)Cc5ccccc5)C,-1.0,0.9361978,-18.69,66.28
ZINC04808149,O[n+]1n(nc([N+](=O)O)c1NCCC2=CCCCC2)c4cc3OCCOc3cc4,75.86,0.8748939,-21.6,66.28
ZINC11296721,Brc2c1OCOc1cc(c2)C=C(c3nc(nc(n3)N)Nc4ccccc4)C#N,46.23,1.2101002,-20.77,66.26
ZINC01799320,s2c(S(=O)(=O)c1ccc([N+](=O)O)cc1)cnc2NC(=O)c3c(cc(cc3C)C)C,-1.0,1.1838355,-4.37,66.26
ZINC05576666,O(c1ccc(cc1)C4Nc2n(nc(n2)NC(=O)CC)C(c3ccc(OC)cc3)C4)C,66.31,0.9361947,-13.28,66.26
ZINC05576666,O(c1ccc(cc1)C4Nc2n(nc(n2)NC(=O)CC)C(c3ccc(OC)cc3)C4)C,66.31,0.93627995,-12.06,66.26
ZINC02408550,O(c1ccc(cc1)C4Nc2n(nc(n2)NC(=O)C)C(c3ccc(OC)cc3)C4)C,66.31,0.93619424,-9.76,66.26
ZINC06727284,o1c(nc2c1cccc2)c4ccc(Nc3nc(OCC)nc(n3)NCC=C)cc4,-1.0,0.8518977,-16.3,66.26
ZINC05702292,S(c1oc(nn1)c2ccccc2)Cc3nc(nc(n3)N)Nc4ccccc4,-1.0,1.0590358,-5.47,66.26
ZINC04151514,S(c1[nH]nc(n1)c2ccccc2)Cc3nc(nc(n3)N)Nc4ccccc4,-1.0,1.0644666,-8.31,66.26
ZINC08612970,FC(F)(F)Oc3ccc(n2nc(Nc1ccccc1)c(n2)C(=O)C)cc3,76.16,0.8545361,-19.83,66.26
ZINC36694052,S(=O)(=O)(c5ccc(c1oc(nn1)NC(=O)C3c4c(Oc2c3cccc2)cccc4)cc5)CC,-1.0,0.9709567,-16.77,66.25
ZINC32778785,S(Cc1nc(nc(n1)N)Nc2ccc(F)cc2)CCC(=O)N4c3c(cccc3)CC4,65.91,0.9842099,-17.22,66.25
ZINC04828921,O[n+]1n(nc([N+](=O)O)c1NC2CCCCCC2)c4cc3OCCOc3cc4,66.21,0.80482674,-16.29,66.25
ZINC05005463,O[n+]1n(nc([N+](=O)O)c1NC2CCCC2)c4cc3OCCOc3cc4,66.07,0.94995993,-13.74,66.25
ZINC13127314,o1c(ccc1)C(=O)Nc2nn4c(n2)NC(c3ccccc3)CC4c5ccc(OC)cc5,66.32,0.9362799,-19.11,66.24
ZINC13127314,o1c(ccc1)C(=O)Nc2nn4c(n2)NC(c3ccccc3)CC4c5ccc(OC)cc5,65.7,1.0840248,-17.4,66.24
ZINC08682902,O[n+]1n(nc([N+](=O)O)c1NCc3cc2OCOc2cc3)c4ccc(OC)cc4,66.36,0.9475383,-23.53,66.24
ZINC04777291,s1c(ccc1)C(=O)n2nc(nc2NCc3occc3)c4ccc(OC)cc4,56.17,1.0604343,-26.39,66.24
ZINC04777291,s1c(ccc1)C(=O)n2nc(nc2NCc3occc3)c4ccc(OC)cc4,65.84,1.0936687,-25.15,66.24
ZINC04777301,s1c(ccc1)CNc2n(nc(n2)c3ccc(OC)cc3)C(=O)c4occc4,56.15,1.0817455,-24.45,66.24
ZINC04777301,s1c(ccc1)CNc2n(nc(n2)c3ccc(OC)cc3)C(=O)c4occc4,56.11,1.0982968,-25.96,66.24
ZINC04777297,o1c(ccc1)C(=O)n2nc(nc2NCc3ccccc3)c4ccc(OC)cc4,56.12,1.1072353,-26.05,66.24
ZINC04777290,o1c(ccc1)C(=O)n2nc(nc2NCc3occc3)c4ccc(OC)cc4,56.17,1.0604341,-24.96,66.24
ZINC04777290,o1c(ccc1)C(=O)n2nc(nc2NCc3occc3)c4ccc(OC)cc4,65.84,1.0936681,-24.14,66.24
ZINC01652875,o2c(=O)c(NC(=O)c1nccnc1)cc(c2C)c3ccc(OC)cc3,66.28,0.90313387,-7.05,66.24
ZINC06901736,O=C(c3cc2n1c(nnc1C)c(nc2cc3)NCC(c4ccccc4)C)c5ccccc5,-1.0,1.2095262,-25.77,66.23
ZINC28645534,Clc3cc(Nc1nc(c(cn1)C(=O)NCc2ccncc2)C(F)(F)F)ccc3,66.15,0.87090766,-27.02,66.23
ZINC02843791,Clc1c(ccc(Cl)c1)C4Nc2n(nc(n2)N)C(c3ccc(OCC)cc3)C4,66.23,0.9407702,-18.44,66.23
ZINC08325203,S(c1nnc2n1CCCCC2)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,-1.0,1.0856701,-12.63,66.23
ZINC02918161,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3ccc(OC(F)F)cc3)C4,66.59,0.93603057,-6.16,66.23
ZINC06265599,s3c2ncn1nc(nc1c2c(c3C(=O)OCC)C)c4n[nH]c(c4)C5CC5,-1.0,0.8984041,-6.35,66.23
ZINC15866274,FC(F)Oc1ccc(cc1)C4n2nnnc2NC(c3ccc(cc3)C)C4,66.59,0.9361744,-6.77,66.23
ZINC02381587,Clc1c(cccc1)C4Nc2n(nc(n2)N)C(c3ccc(OC)cc3)C4,66.22,0.9406865,-14.46,66.23
ZINC04826620,O[n+]1n(nc([N+](=O)O)c1NC(c2ccccc2)C)c3ccc(OC)cc3,-1.0,0.8676401,-18.62,66.23
ZINC20797006,Clc4cc(Cl)cc(Nc1nn(c2c1C(=O)CC(C2)C)c3ccc(OC)cc3)c4,-1.0,0.8916121,-24.0,66.22
ZINC20796826,Clc4cc(Cl)cc(Nc1nn(c2c1C(=O)CCC2)c3ccc(OC)cc3)c4,-1.0,0.8921119,-25.52,66.22
ZINC01051507,Clc1ccc(cc1)C4Nc2n(ncn2)C(c3ccc(OC(F)F)cc3)C4,66.6,0.9360584,-15.24,66.21
ZINC02918163,FC(F)Oc1ccc(cc1)C4n2ncnc2NC(c3ccc(OC)cc3)C4,66.6,0.93619424,-14.77,66.21
ZINC02652825,o1c(nnc1c2ccc(OCC)cc2)NC(=O)NC(C)(C)C,75.96,0.9313165,-12.39,66.2
ZINC02415361,O(c1cc(ccc1)C4Nc2n(nc(n2)N)C(c3ccc(OC)cc3)C4)C,66.38,0.93614346,-15.56,66.19
ZINC20796913,O(c4ccc(n2nc(Nc1ccc(cc1)CC)c3c2CC(CC3=O)C)cc4)C,66.22,0.89190584,-16.78,66.18
