id,smiles
70282,S=C1NC(=O)/C(=C\NCCc2c3c([nH]c2)cccc3)/C(=O)N1
70283,O=C(NCC1(O)C2CC3CC1CC(C2)C3)[C@H](O)COc1c(C)cccc1
70284,Fc1cc(OCc2n[nH]c(C(=O)N[C@@H](C)c3c(C)cccn3)c2)ccc1
70285,Fc1c(OCc2n[nH]c(C(=O)NC[C@@H]3[N+@H](CC)CCC3)c2)cccc1
70286,Fc1cc(OCc2n[nH]c(C(=O)N[C@H]3CN(CCC)C(=O)C3)c2)ccc1
70287,O=C(NC[C@H](O)C[N+]1CCCCCC1)Nc1n(CCC)ncc1
70288,O=C(NCCCc1ccc(O)cc1)[C@@H]1CN(Cc2ncccc2)C(=O)C1
70289,Fc1cc(OCc2n[nH]c(C(=O)N[C@@H](CO)c3cnccc3)c2)ccc1
70290,Fc1cc(OCc2n[nH]c(C(=O)NC[C@H](C)n3ncc(C)c3)c2)ccc1
70291,O=C(N[C@@H](CC)c1nccc(C)c1)c1[nH]nc(COc2ccccc2)c1
70292,O=C(NC[C@@H](CO)Cc1occc1)Nc1n(C2CCCC2)ncc1C
70293,O=C(NCCNC(=O)c1cnccc1)[C@H]1CN(Cc2ccc(C)cc2)C(=O)C1
70294,O=C(NCc1scc(-c2ccccc2)n1)[C@H]1CN(c2cc(O)ccc2)C(=O)C1
70295,O=C(N[C@H]1CN(CCCc2ccccc2)C(=O)C1)CNC(=O)C
70296,O=C(NCc1nc(-c2cc3OCOc3cc2)on1)COC[C@H]1OCCC1
70297,Clc1ccc(-n2c(CC3=NNC(=O)[N-]3)nc(CCc3ccccc3)n2)cc1
70298,O=C([O-])[C@@H](NC(=O)CCc1c2c([nH]c1)cccc2)CC
70299,O=C(N[C@@H](C)c1onc(-c2ccccc2)n1)CCC(=O)Nc1cc(CC)ccc1
70300,Fc1cc(CNC(=O)N2C[C@@H](C(=O)[O-])[C@H](CCC)C2)ccc1
70301,O=C(Nc1cc(C(=O)[O-])ccc1)CN(CCc1[nH]c2c(c(C)ccc2)n1)C
70302,O=C(NCc1oc2c(n1)cc(C(C)(C)C)cc2)COC[C@H]1OCCC1
70303,S(CCNC(=O)CCC(=O)Nc1c(F)ccc(C)c1)c1n[nH]cn1
70304,O=C(NCCc1c2c([nH]c1)cccc2)C(=O)NCCc1c2c([nH]c1)cccc2
70305,Fc1cc(NC(=O)C(=O)NCCc2c3c([nH]c2)cccc3)ccc1
70306,O=C(NCCc1c2c([nH]c1)cccc2)C(=O)Nc1c(C)cccc1C
70307,Clc1c(F)ccc(NC(=O)C(=O)NCCc2c3c([nH]c2)cccc3)c1
70308,Fc1c(NC(=O)C(=O)NCCc2c3c([nH]c2)cccc3)cccc1
70309,Clc1ccc(NC(=O)C(=O)NCCc2c3c([nH]c2)cccc3)cc1
70310,O=C(NCCc1c2c([nH]c1)cccc2)C(=O)Nc1ccc(OC)cc1
70311,O=C(NCCc1c2c([nH]c1)cccc2)C(=O)Nc1cc2N(C(=O)C)CCCc2cc1
70312,O=C([O-])[C@H](NC(=O)CCC=1C(=O)Oc2c(C)c(OCc3n[nH]nn3)ccc2C=1C)C
70313,O=C([O-])[C@@H](NC(=O)CCCCCN1C(=O)Nc2c(C1=O)cccc2)c1ccccc1
70314,O=C(CCc1c2c([nH]c1)cccc2)N1C[C@@H](C(=O)N[C@@H](CCc2ccccc2)C)CCC1
70315,O=C(NCC(=O)OC)[C@@H](NC(=O)C12CC3CC(C1)CC(C2)C3)Cc1c2c([nH]c1)cccc2
70316,O=C([O-])[C@@H](NC(=O)[C@@H](NC(=O)N1c2c(NC(=O)C1)cccc2)[C@H](CC)C)c1ccccc1
70317,S(CCC(=O)N[C@@H](C(=O)[O-])Cc1c2c([nH]c1)cccc2)C1=Nc2c(C(=O)N1)cccc2
70318,O=C([O-])[C@@H](NC(=O)C1(c2ccccc2)CCN(C(=O)[C@H]2[N+]CCC2)CC1)CCC(=O)N
70319,Fc1ccc([C@H]2[C@H](C(=O)[O-])CN(C(=O)CCc3n[nH]c4c3CCCC4)C2)cc1
70320,O=C([O-])[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)Cc1ccccc1)CC(C)C)CCC/[N+]=C(\N)/N
70321,S(=O)([O-])(=Nc1n[nH]nn1)c1cc2c(cc1)CCN(C(=O)N[C@H](CC)C)C2
70322,S(=O)([O-])(=Nc1c(OC)cccc1)c1c(C)ccc(C(=O)Nc2cc(C(=O)[O-])ccc2)c1
70323,S(=O)(=O)(N(CC(=O)[O-])c1ccc(C23CC4CC(C2)CC(C3)C4)cc1)C
70324,S(=O)([O-])(=Nc1n[nH]nn1)c1cc2c(cc1)CCN(C(=O)[C@H](CCC)C)C2
70325,O=C([O-])[C@H](NC(=O)CN1C(=O)c2c(cccc2)C1)Cc1c2c([nH]c1)cccc2
70326,S(=O)(=O)(Nc1ccc(C(=O)[O-])cc1)c1cc(C(=O)Nc2c(C(=O)[O-])cccc2)ccc1
70327,OCCN(C/C=C/c1ccccc1)Cc1n(C(C)C)c2c(n1)cccc2
70328,O=C(Nc1cc2OC(=O)C=C(C)c2cc1)[C@@H](NC(=O)CCCC(=O)[O-])Cc1ccccc1
70329,S(=O)(=O)(N(C)c1c(C)c(S(=O)(=O)N[C@H](C(=O)[O-])CCC(=O)[O-])ccc1C)c1ccccc1
70330,S(CC(=O)Nc1cc(C(=O)C)ccc1)C1=NC(=O)N(Cc2ncccc2)C2=C1CCC2
70331,S(=O)(=O)(C)N1c2c(ccc(NC(=O)C(=O)NC[C@@](O)(CCSC)C)c2)CCC1
70332,O=C([O-])CCCNC(=O)COc1c(OCC(=O)NCCCC(=O)[O-])cccc1
70333,S(=O)(=O)(Nc1ccc(C2=NN(C(=O)CCCC(=O)[O-])[C@H](c3c(F)cccc3)C2)cc1)C
70334,S(=O)(=O)(CCCNC(=O)CNC(=O)c1ccccc1)N1CCN(c2ccccc2)CC1
70335,S(=O)(=O)(N(C)c1c(C)c(S(=O)(=O)NCCCC(=O)[O-])ccc1C)c1ccc(C)cc1
70336,O=C([O-])[C@@H](NC(=O)[C@@H](NC(=O)N1c2c(NC(=O)C1)cccc2)Cc1ccccc1)C(C)C
70337,O=C(NC(=O)COC(=O)[C@@H](NC(=O)c1ccccc1)Cc1ccccc1)NCc1occc1
70338,O=C(N[C@H](C(=O)[O-])Cc1c2c([nH]c1)cccc2)NCC(=O)N[C@H]1c2c(OCC1)cccc2
70339,O=C(OCC(=O)Nc1ccc(C(=O)N)cc1)[C@@H](NC(=O)c1ccccc1)Cc1ccccc1
70340,O=C(N(C)c1c(C(=O)Nc2cc(OC)ccc2)cccc1)CCC(=O)NCc1ccccc1
70341,S(=O)([O-])(=Nc1ccc(C(=O)NCc2c(OC)cccc2)cc1)c1ccc([C@H](O)C)cc1
70342,Fc1c(F)c(NC(=O)CNC(=O)Cn2nc(-c3ccc(C(C)C)cc3)nn2)ccc1F
70343,S(=O)([O-])(=Nc1ccc(C(=O)NCC(=O)[O-])cc1)c1cc2c(N(C(=O)C)[C@@H](C)C2)cc1
70344,S(=O)(=O)(NCc1sccc1)c1ccc(C(=O)N2CCC(CCC(=O)[O-])CC2)cc1
70345,O=C(N[C@@H](C(=O)[O-])Cc1c2c([nH]c1)cccc2)NCc1onc(-c2c(OC)cccc2)n1
70346,S(=O)([O-])(=Nc1c(C)cccc1)c1ccc(C(=O)OCC(=O)c2c(C(=O)OCC)c(C)[nH]c2C)cc1
70347,S(=O)([O-])(=Nc1cc(COc2cc(F)ccc2)ccc1)c1ccc(CNC(=O)C)cc1
70348,S(=O)(=O)(NC)c1ccc(/C=C/C(=O)N[C@@H](C(=O)[O-])Cc2c3c([nH]c2)cccc3)cc1
70349,O=C(OCC(=O)Nc1cc2NC(=O)Nc2cc1)CNC(=O)C12CC3CC(C1)CC(C2)C3
70350,O=C(OCC(=O)NCC(=O)Nc1c(OC)ccc(C)c1)CCCc1c2c([nH]c1)cccc2
70351,O=C(NC(=O)COC(=O)CNC(=O)C12CC3CC(C1)CC(C2)C3)NCc1ccccc1
70352,S(=O)(=O)(NCc1sccc1)c1cc(C(=O)Nc2ccc(NC(=O)C)cc2)ccc1
70353,O=C(Nc1c(-n2nc(C(=O)N)cc2)cccc1)CC[C@@H](O)c1cc2c(NC(=O)CC2)cc1
70354,S(=O)([O-])(=Nc1cc(C(=O)N[C@H](CCO)Cc2ccccc2)ccc1)c1sccc1
70355,S(CC(=O)NC(=O)Nc1c(F)cccc1)C=1N(CCCO)C(=O)c2c(N=1)cccc2
70356,S(=O)(=O)(N1CCN(C(=O)[C@H](NC(=O)c2c(C)cccc2)CC(C)C)CC1)c1n[nH]cn1
70357,O=C(NC[C@@H]1CN(C(=O)[C@H]2CN(Cc3occc3)C(=O)C2)CCC1)Nc1ccc(C)cc1
70358,O=C(NCc1ccc(C(=O)[O-])cc1)COc1ccc(N(C(=O)c2ccc(C)cc2)C)cc1
70359,S(CC(=O)c1cc2c(NC(=O)CC2)cc1)c1n(CCOC)c(Cc2ccccc2)nn1
70360,O([C@H](C(=O)c1c2c([nH]c1)cccc2)C)C(=O)[C@H]1N(C(=O)C23CC4CC(C2)CC(C3)C4)CCC1
70361,S(=O)(=O)(NCCc1ccc(C(=O)NC[C@H](c2sccc2)c2c3c([nH]c2)cccc3)cc1)C
70362,S(CC(=O)N[C@H](C)c1cc2OCOc2cc1)C=1N(CCCO)C(=O)c2c(N=1)cccc2
70363,Fc1ccc(COc2cc(C(O[C@@H](C(=O)Nc3ncnc4[nH]cnc34)C)=O)ccc2)cc1
70364,S(=O)(=O)(N(C)C)c1cc(NC(=O)COC(=O)c2c(NC(=O)Cc3ccccc3)cccc2)ccc1
70365,S(=O)(=O)(C)N1c2c(cc(C(=O)Nc3cc(CSCCC(=O)[O-])ccc3)cc2)CC1
70366,Clc1cc(N=S(=O)([O-])c2cc(C(=O)N3[C@@H](C)CC[C@H](C(=O)N)C3)ccc2)ccc1
70367,O(C(c1ccccc1)c1ccccc1)C[C@H](O)C[N+@H]1C[C@@H](O)CCC1
70368,S(=O)([O-])(=N[C@@H](CC(C)C)c1onc(-c2n[nH]cn2)n1)Cc1c(F)cccc1
70369,FC(F)(F)c1cc(NC(=O)Nc2cc(NC(=O)N)ccc2)ccc1
70370,Clc1c(S(=O)(=O)CCC(=O)NCCc2cc(C)ccc2)cc2OCC(=O)Nc2c1
70371,O=C([O-])CCCC(=O)Nc1c2c(c(NC(=O)CCCC(=O)[O-])ccc2)ccc1
70372,S(=O)([O-])(=Nc1c(C)cc(F)cc1)c1c(C)oc(-c2c(C(=O)N3CCCC3)c[nH]n2)c1
70373,Clc1c(S(=O)(=O)CCC(=O)NC[C@@H](C)c2ccccc2)cc2OCC(=O)Nc2c1
70374,S(=O)([O-])(=Nc1c(C)ccc(F)c1)c1c(C)oc(-c2c(C(=O)N3CCOCC3)c[nH]n2)c1
70375,S(=O)(=O)(Nc1ccc(C2=NN(C(=O)CCCC(=O)[O-])[C@@H](c3ccc(F)cc3)C2)cc1)C
70376,S(=O)(=O)(N1CCC(C(=O)NC2CCCCCC2)CC1)c1cc2NC(=O)COc2cc1
70377,Clc1c(S(=O)(=O)CCC(=O)NCCc2c(C)ccs2)cc2OCC(=O)Nc2c1
70378,S(=O)(=O)(Nc1cc2sc(SCC(=O)Nc3cc(C(C)C)ccc3)nc2cc1)C
70379,Fc1cc(-c2n(-c3ccc(NC[C@H](O)COC)cc3)nc(OCCOCC)n2)ccc1
70380,S(=O)(=O)(N1CCN(C(=O)CCC2CCCC2)CC1)c1c(C)cc2NC(=O)COc2c1
70381,S(=O)(=O)(N(CC(=O)N(Cc1ccccc1)C)C)c1c(C)cc2NC(=O)[C@H](CC)Oc2c1
70382,Brc1cc(CN(S(=O)(=O)c2ccc(F)cc2)CCCC(=O)[O-])ccc1
70383,S(=O)(=O)(Nc1cc(C2=NN(C(=O)CCC(=O)[O-])[C@H](c3ccc(C)cc3)C2)ccc1)C
70384,S(Cc1cc(C)ccc1)c1nc([O-])c2[C@H](C(=O)Nc3cc(F)ccc3)CC(=O)Nc2n1
70385,S(=O)(=O)(N1CCCC1)c1cc2N(CC(=O)NCc3ccccc3)C(=O)[C@H]3N(c2cc1)CCCC3
70386,O=[N+]([O-])c1ccc(COC(=O)[C@H](NC(=O)[C@H](NC(=O)OCc2ccccc2)C)CCC(=O)N)cc1
70387,O=C(NCCc1c2c([nH]c1)cccc2)CCN1C(=O)/C(=C/C=C/c2ccccc2)/SC1=O
70388,S=C1N(CCC(=O)NCCc2c3c([nH]c2)cccc3)C(=O)/C(=C\c2ccccc2)/S1
70389,S(=O)(=O)(N1CCCCC1)c1ccc(NC(=O)c2n[nH]c(-c3c(O)ccc(C)c3)c2)cc1
70390,S(=O)(=O)(N1CCCCC1)c1ccc(NC(=O)c2n[nH]c(-c3c(O)c(C)ccc3)c2)cc1
70391,S(=O)(=O)(Nc1cc(C2=NN(C(=O)CCC(=O)[O-])[C@H](c3c(O)cccc3)C2)ccc1)C
70392,S(CC(=O)Nc1c(F)ccc(F)c1)c1n(CC)c(CC(=O)Nc2cc(C)ccc2)nn1
70393,Clc1ccc([C@@H](C(C)C)CCNC(=O)CC=2C(=O)Oc3c(O)c(O)ccc3C=2C)cc1
70394,S(=O)(=O)(N)c1ccc(NC(=O)[C@@H]2[C@H](C(=O)[O-])CC=CC2)cc1
70395,Clc1c(C(=O)N[C@H](CO)Cc2ccccc2)cc(-n2cnnc2)cc1
70396,O(c1cc([C@H]2N(CCCO)C(=O)c3[nH]nc(-c4c(O)cccc4)c23)ccc1)c1ccccc1
70397,S(CC(=O)Nc1cc(O)ccc1)c1n(CC)c(CC(=O)Nc2cc(C)c(C)cc2)nn1
70398,S(CC(=O)Nc1cc(F)c(F)cc1)c1n(CC)c(CC(=O)Nc2cc(C)cc(C)c2)nn1
70399,S(=O)(=O)(Nc1ccc(C2=NN(C(=O)CCCC(=O)[O-])[C@H](c3ccccc3)C2)cc1)C
70400,O=C(NCCCC(=O)[O-])[C@H](Oc1c(C)c2OC(=O)C3=C(c2cc1)CCCC3)C
70401,O=C([O-])[C@@H](NC(=O)CC=1C(=O)Oc2c(C=1C)ccc(O)c2)Cc1c2c([nH]c1)ccc(O)c2
70402,O=C([O-])CC[C@@H]1N[C@]2(C(=O)Nc3c2cccc3)[C@@H]2C(=O)N(c3cc(C)cc(C)c3)C(=O)[C@H]12
70403,O=C([O-])CC[C@@H]1N[C@]2(C(=O)Nc3c2cccc3)[C@@H]2C(=O)N(c3c(C)cccc3C)C(=O)[C@H]12
70404,O=C([O-])[C@@H](NC(=O)COc1c2C(CCC)=CC(=O)Oc2cc(C)c1)C
70405,O=C([O-])[C@@H](NC(=O)COc1c2C(CCC)=CC(=O)Oc2cc(C)c1)C(C)C
70406,O([C@H](C(=O)NC=1C(=O)N(N(C)C=1C)c1ccccc1)C)C(=O)CCc1c2c([nH]c1)cccc2
70407,S(=O)([O-])(=Nc1c(C(=O)NCc2ccccc2)cccc1)c1ccc(CCC(=O)[O-])cc1
70408,O=C(N[C@H](C(=O)[O-])Cc1c2c([nH]c1)cccc2)NCC(=O)N[C@@H]1c2c(cccc2)CCC1
70409,O=C([O-])[C@@H](NC(=O)C1=NN(CCCC)C(=O)c2c1cccc2)Cc1c2c([nH]c1)cccc2
70410,O=C([O-])[C@H](NC(=O)c1ccc(CC/C(/[O-])=C/2\C(=O)N=C(N)N=C\2N)cc1)CCC(=O)[O-]
70411,S(=O)(=O)(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@H](O)CC4)CC3)CC2)cc1)[O-]
70412,O=C([O-])[C@@H](NC(=O)c1ccc(CCc2c3C(=O)NC(N)=Nc3[nH]c2)cc1)CCC(=O)[O-]
70413,O=C(OCc1ccccc1)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C)Cc1ccccc1)CC(C)C
70414,O=C(OCc1ccccc1)NCC(=O)NCC(=O)N[C@@H](C(=O)OC)Cc1ccc(O)cc1
70415,O=C([O-])CCC(=O)c1c(O)cc(OC)c(-c2c(OC)cc(O)c(C(=O)CCC(=O)[O-])c2)c1
70416,S=C(NCCN1C(=O)NCC1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
70417,Clc1c(CNC(=O)Nc2c(OC)ccc(C)c2)ccc(Cl)c1
70418,Fc1ccc(CNC(=O)Nc2c3c(n(CCOC)c2)cccc3)cc1
70419,FC1(F)CCC(NC(=O)NCc2ccccc2)CC1
70420,O=C(NCc1ccccc1)Nc1cc(CN2C(=O)CCC2)ccc1
70421,Clc1c(CNC(=O)CNc2c(F)ccc(F)c2)cccc1
70422,Clc1c(CNC(=O)Nc2ccc(F)cc2)ccc(Cl)c1
70423,FC(F)(F)c1cc(NCC(=O)Nc2c(F)cccc2)ccc1
70424,O=C(NCc1c(C)ncs1)N[C@H]1CN(c2ccccc2)CCC1
70425,FC(F)(F)c1ccc(C(=O)NCc2cc(C)c(F)cc2)cc1
70426,FC(F)(F)c1cc(C(=O)NCc2ccc(F)cc2)ccc1
70427,FC(F)(F)c1c(C#N)cc(N[C@@H](Cn2ncnc2)C)cc1
70428,Clc1cc(Cl)cc(NC(=S)NCc2ccncc2)c1
70429,S=C(NCc1ccncc1)Nc1c(F)cc(F)cc1
70430,Clc1cc(Cl)cc(NC(=O)NCc2cnccc2)c1
70431,S=C(NCc1sccc1)Nc1cc(C(F)(F)F)ccc1
70432,Clc1cc(NC(=S)NCc2cnccc2)ccc1
70433,Fc1c(NC(=O)NCc2cnccc2)ccc(F)c1
70434,S=C(NCc1cnccc1)Nc1cc(C)cc(C)c1
70435,S=C(NCc1ccncc1)Nc1c(F)cccc1
70436,Clc1c(NC(=S)NCc2ccncc2)ccc(Cl)c1
70437,S=C(NC[C@@H]1OCCC1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
70438,S=C(NCc1sccc1)Nc1cc(F)ccc1
70439,Clc1c(NC(=O)NCc2ccncc2)ccc(Cl)c1
70440,Clc1c(NC(=O)NCc2cnccc2)ccc(Cl)c1
70441,Clc1cc(NC(=O)NCc2ccncc2)ccc1
70442,Clc1c(Cl)ccc(NC(=S)NCc2cnccc2)c1
70443,Clc1cc(NC(=S)NCc2sccc2)ccc1
70444,S=C(NCc1ccc(F)cc1)Nc1cc(C)cc(C)c1
70445,S=C(NCc1occc1)Nc1cc(F)ccc1
70446,FC(F)(F)c1c(F)c(NC(=O)NC[C@@H]2OCCOC2)ccc1
70447,S=C(NCc1ccncc1)Nc1c(C(F)(F)F)cccc1
70448,Clc1c(F)ccc(NC(=S)NC[C@H]2OCCC2)c1
70449,Clc1c(C)c(NC(=O)NCc2ccncc2)ccc1
70450,Clc1c(CNC(=S)Nc2ccccc2)ccc(Cl)c1
70451,Clc1c(CNC(=O)Nc2ccccc2)ccc(Cl)c1
70452,S=C(NC[C@@H]1OCCC1)Nc1cc(F)ccc1
70453,S=C(NCCc1ncccc1)Nc1cc(C(F)(F)F)ccc1
70454,Clc1c(Cl)ccc(NC(=S)NC[C@@H]2OCCC2)c1
70455,Clc1c(C)c(NC(=S)NCc2cnccc2)ccc1
70456,Fc1ccc(CNC(=O)Nc2cc(C)cc(C)c2)cc1
70457,Clc1c(F)ccc(NC(=S)NCc2sccc2)c1
70458,Clc1c(Cl)ccc(NC(=S)NCc2sccc2)c1
70459,Clc1c(Cl)ccc(NC(=S)NCc2occc2)c1
70460,S=C(NCc1ncccc1)Nc1cc(C)cc(C)c1
70461,Clc1c(C)c(NC(=S)NCc2ccc(OC)cc2)ccc1
70462,S=C(NC[C@H]1OCCC1)Nc1cc(C)cc(C)c1
70463,S=C(NCc1c(OC)cccc1)Nc1cc(C)cc(C)c1
70464,S=C(NC[C@@H]1OCCC1)Nc1c(F)cccc1
70465,S=C(NCc1c(F)cccc1)Nc1cc(C(F)(F)F)ccc1
70466,Clc1c(Cl)ccc(NC(=O)NCc2c(Cl)cccc2)c1
70467,Clc1ccc(NC(=S)NC[C@H]2OCCC2)cc1
70468,Clc1c(C)c(NC(=S)NCc2ccc(F)cc2)ccc1
70469,Clc1c(Cl)cccc1NC(=S)NCc1cnccc1
70470,Clc1c(Cl)cccc1NC(=S)NCc1sccc1
70471,S=C(NCc1ccc(F)cc1)Nc1c(C)cc(C)cc1
70472,Clc1c(NC(=O)NCc2ccc(Cl)cc2)ccc(Cl)c1
70473,S=C(N[C@H](CC)c1ccccc1)Nc1cc(C)ccc1
70474,Clc1cc(CNC(=O)c2c(C)oc(C)c2)ccc1
70475,FC(F)(F)c1cc([N+](=O)[O-])c(Oc2cc3OC(=O)C=Cc3cc2)cc1
70476,Fc1c(F)cc(CNC(=O)[C@H]2OCCOC2)cc1F
70477,Clc1cc(NC(=S)NCc2ccccc2)ccc1
70478,S=C(NCC(C)C)Nc1cc(C(F)(F)F)cc(C)c1
70479,FC(F)(F)c1cc(C)c(CNC(=O)NC=2C(=O)N(C)C=CC=2)cc1
70480,S=C(NC[C@H]1OCCC1)Nc1cc(F)cc(F)c1
70481,O=C(Nc1c(C)ccc(C)c1)Cc1cc(C)ccc1
70482,FC(F)c1cc(NC(=O)N(CCO)Cc2ccccc2)ccc1
70483,S=C(NCc1cc(C(F)(F)F)ccc1)Nc1cc(O)ccc1
70484,S=C(NCc1cc(C(F)(F)F)ccc1)Nc1ccc(NC(=O)C(C)C)cc1
70485,S=C(NCc1cc(C(F)(F)F)ccc1)Nc1cc(CO)ccc1
70486,S=C(NCC(=O)NCc1ccccc1)NCc1cc(C(F)(F)F)ccc1
70487,S(=O)(=O)(Nc1cc(NC(=S)NCc2cc(C(F)(F)F)ccc2)ccc1)C
70488,S=C(NCc1cc(C(F)(F)F)ccc1)Nc1ccc(N(C(=O)C)C)cc1
70489,S=C(NCc1cc(C(F)(F)F)ccc1)Nc1cc(OCC(=C)C)ccc1
70490,S=C(NCc1ccccc1)Nc1cc(Sc2ccccc2)ccc1
70491,S(=O)(=O)(Cc1cc(NC(=S)NCc2ccccc2)ccc1)C1CCCCC1
70492,S=C(Nc1cc(C(F)(F)F)ccc1)Nc1ccc(CNC(=O)C)cc1
70493,O=C(NCCCO)NCc1cc(NC(=O)Nc2ccccc2)ccc1
70494,FC(F)(F)c1cc(NC(=O)N(CCO)C)cc(C(F)(F)F)c1
70495,Brc1cc(NC(=S)NCc2sccc2)cc(C(F)(F)F)c1
70496,Clc1cc(Cl)cc(NC(=S)NCc2cnccc2)c1
70497,FC(F)(F)c1cc(NC(=O)N(Cc2cc(C#N)ccc2)C)c(C)cc1
70498,Clc1cc(F)cc(NC(=S)NCc2ccccc2)c1
70499,S=C(NCc1cc(C)cnc1)Nc1cc(C(F)(F)F)ccc1
70500,FC(F)(F)c1ccc([C@@H](NC(=O)Nc2cc(C(=O)N)ccc2)C)cc1
70501,Clc1c(F)c(C(=O)OC)cc(NC(=S)NCc2ccccc2)c1
70502,S(=O)(=O)(C)c1c(C(F)(F)F)cc(CNC(=S)Nc2ccccc2)cc1
70503,S=C(NCc1cc(C)nc(C)c1)Nc1cc(C(F)(F)F)ccc1
70504,S=C(NCc1cc(C(F)(F)F)ccc1)Nc1cc(NC(=O)C)ccc1
70505,S=C(NCc1sccc1)Nc1cc(CN2C(=O)CCC2)ccc1
70506,S=C(NCc1ccc(CN2CC(C)OC(C)C2)cc1)Nc1cc(C(F)(F)F)ccc1
70507,S=C(NCc1cc(C(F)(F)F)ccc1)Nc1ccc(NC(=O)C)cc1
70508,FC(F)(F)c1cc(CNC(=O)CNC(=O)Nc2cc(C)ccc2)ccc1
70509,FC(F)(F)c1cc(NC(=O)NCCOC)cc(C(F)(F)F)c1
70510,O=[N+]([O-])c1c(C)c(NC(=O)NCc2cocc2)ccc1
70511,FC(F)(F)c1cc(NC(=O)Nc2cc(C(F)(F)F)ccc2)ccc1
70512,FC(F)(F)c1cc(NC(=O)NCc2ccncc2)ccc1
70513,Clc1c(CNC(=O)N[C@@H]2C(=O)NCCCC2)cccc1
70514,Clc1c(C(F)(F)F)cc(NC(=S)Nc2cc(C(F)(F)F)ccc2)cc1
70515,S=C(NCc1ccc(C(=O)NCC(=O)N)cc1)Nc1cc(C(F)(F)F)ccc1
70516,S=C(NCc1ccc(F)cc1)Nc1cc(C)c(C)cc1
70517,S=C(NCCOC)Nc1cc(C)cc(C)c1
70518,S=C(N[C@H](CC)C)Nc1cc(C)cc(C)c1
70519,S=C(NC[C@H]1OCCC1)Nc1cc(SC)ccc1
70520,S=C(NCCCC)Nc1cc(C)cc(C)c1
70521,S=C(N(CCO)Cc1ccccc1)Nc1cc(C)c(C)cc1
70522,Clc1c(CNC(=S)Nc2c(OC)cccc2)ccc(Cl)c1
70523,S=C(NCc1ccc(OC(F)F)cc1)Nc1cc(C(F)(F)F)ccc1
70524,Clc1ncc(CNC(=S)Nc2cc(Cl)ccc2)cc1
70525,S(=O)(=O)(N)c1cc(F)cc(NC(=S)NCc2ccccc2)c1
70526,S=C(NCc1ccccc1)Nc1cc(COc2ccccc2)ccc1
70527,FC(F)(F)c1cc(NC(=O)C(=O)NCCc2ccccc2)cc(C(F)(F)F)c1
70528,S(=O)(=O)(CCNC(=S)Nc1cc(C(F)(F)F)ccc1)Cc1ccccc1
70529,S=C(NCC(C)(C)C)Nc1cc(C(F)(F)F)ccc1
70530,Clc1c(C)c(Cl)cc(NC(=S)NCc2ccccc2)c1
70531,S=C(NCc1ccccc1)Nc1ccc(CNC(=O)N)cc1
70532,S=C(NCc1ccccc1)Nc1cc(C(F)(F)F)c(F)cc1
70533,FC(F)(F)c1cc(CNC(=O)Nc2c(F)c(F)ccc2)ccc1
70534,FC(F)(F)c1c(F)ccc(NC(=O)NCc2ccncc2)c1
70535,S=C(NCc1c(C(F)(F)F)cccc1)Nc1cc(C(F)(F)F)ccc1
70536,S=C(NC[C@H]1OCCC1)Nc1cc(C)c(C)cc1
70537,FC(F)(F)C(=O)N(Cc1cc(NC(=O)NCc2ccccc2)ccc1)C
70538,FC(F)(F)c1cc([N+](=O)[O-])c(Nc2nn(CCC(=O)N)cc2)cc1
70539,Clc1c(C(=O)NCc2cc(C)c(F)cc2)ccnc1
70540,FC(F)(F)c1ccc(CNC(=O)c2nccnc2)cc1
70541,FC(F)(F)c1ccc(CNC(=O)c2onc(C)c2)cc1
70542,S(CC(=O)Nc1c([N+](=O)[O-])cc(C(F)(F)F)cc1)c1n[nH]cn1
70543,S(=O)(=NC(=O)CNc1c([N+](=O)[O-])cc(C(F)(F)F)cc1)(C)C
70544,O=C(NC[C@H]1COc2c(cccc2)C1)c1cnccc1
70545,FC(F)(F)c1cc(C(=O)NNc2c(F)c(F)c(F)cc2)ccc1
70546,FC(F)(F)c1c(NNC(=O)c2ccc(C(=O)N(C)C)cc2)cccc1
70547,FC(F)(F)[C@@H](CC(=O)NNC(=O)c1cc(C(F)(F)F)ccc1)c1ccccc1
70548,FC(F)(F)c1cc(C(=O)NNC(=O)NCCNC(=O)c2ccccc2)ccc1
70549,S(=O)(=O)(NCCNC(=O)NNC(=O)c1cc(C(F)(F)F)ccc1)c1ccccc1
70550,FC(F)(F)c1cc([C@@](O)(C(=O)Nc2ccc(-c3nnn[n-]3)cc2)C)ccc1
70551,FC(F)(F)c1c(NNC(=O)c2ccc(C(F)(F)F)cc2)ccc(C#N)c1
70552,FC(F)(F)c1cc(NC(=O)NNC(=O)c2ccccc2)ccc1
70553,S(=O)(=O)(Cc1cc(C(=O)NCc2ccc(C(F)(F)F)cc2)ccc1)c1ccccc1
70554,FC(F)(F)c1cc(C(=O)NCCC(=O)NCc2ccccc2)ccc1
70555,Clc1c(F)ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)c1
