SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA,Rot
s1c(ccc1)C(=O)N4C[C@@H](c2nc(ncc2)Nc3ccccc3)CCC4,ZINC65147909,OK,364.47400000000016,4.3015000000000025,1,5,58.120000000000005,4.0
n1c(nc(nc1N)[C@H](N(Cc2nccnc2)C)C)Nc3ccccc3,ZINC80964717,OK,336.403,2.1803999999999997,2,8,105.74,6.0
S(c1ccc(F)cc1)CCC(=O)Nc2oc(nn2)Cc4cc3OCOc3cc4,ZINC09702004,OK,401.41900000000015,3.6491000000000016,1,7,86.48000000000002,7.0
o1c(ccc1)C(=O)N4C[C@@H](c2nc(ncc2)Nc3ccccc3)CCC4,ZINC65147880,OK,348.4060000000002,3.833000000000002,1,5,71.26,4.0
O(c3ccc(c1nc(nnc1)NN=C\C=C\c2ccccc2)cc3)C,ZINC04351317,Filter39_imine > 0,331.3790000000001,3.6583000000000023,1,6,72.29,6.0
o1c(ccc1)\C=C\C=NNc2nncc(n2)c3ccc(OC)cc3,ZINC04351319,Filter39_imine > 0,321.3400000000001,3.2513000000000014,1,7,85.43,6.0
s4c(SCc1nc(nc(n1)N)Nc2cc3c(cc2)cccc3)nnc4C,ZINC17180945,OK,381.4900000000001,3.8028200000000005,2,9,102.5,5.0
s4c(SCc1nc(nc(n1)N)Nc2cc3c(cc2)cccc3)nnc4C,ZINC17180945,OK,381.4900000000001,3.8028200000000005,2,9,102.5,5.0
Clc1c(Cl)ccc(c1)[C@@H]4Nc2n(ncn2)[C@H](c3cc(OC)c(OC)cc3)C4,ZINC00803095,OK,405.28500000000025,4.748400000000004,1,6,61.2,4.0
o1c(c(cc1\C=C(\c2nc(nc(n2)N)Nc3ccccc3)/C#N)C(=O)OC)C,ZINC11297072,OK,376.37600000000015,2.949600000000001,2,9,139.95,5.0
O=C(N3C[C@@H](c1nc(ncc1)Nc2cc(ccc2)C)CCC3)[C@H]4OCCC4,ZINC65148041,OK,366.4650000000003,3.4136200000000025,1,5,67.35000000000001,4.0
o1c(c(cc1\C=C(\c2nc(nc(n2)N)Nc3ccccc3)/C#N)C(=O)OC)C,ZINC11297072,OK,376.37600000000015,2.949600000000001,2,9,139.95,5.0
O(c5ccc(n3nc(Nc1cc2c(cc1)cccc2)c4c3C[C@@H](CC4=O)C)cc5)C,ZINC20797014,OK,397.4780000000003,5.542700000000004,1,5,56.15,4.0
O(c5ccc(n3nc(Nc1cc2c(cc1)cccc2)c4c3C[C@@H](CC4=O)C)cc5)C,ZINC20797014,OK,397.4780000000003,5.542700000000004,1,5,56.15,4.0
s3c1n(nc(n1)NC(=O)C2CC2)c(c3)c4ccc(N(=O)O)cc4,ZINC94986176,INVALID,-999.0,-999.0,-999,-999,-999.0,
O(c3ccc(c1nc(nnc1)NCCCN2[C@@H](CO)CCCC2)cc3)C,ZINC12468346,OK,357.4580000000002,2.1959999999999997,2,7,83.4,8.0
O(c3ccc(c1nc(nnc1)NCCCN2[C@H](CO)CCCC2)cc3)C,ZINC12468349,OK,357.4580000000002,2.1959999999999997,2,7,83.4,8.0
Clc4ccc(Nc1nnc([nH]1)c3cc2OCCOc2cc3)cc4,ZINC08903573,OK,328.759,3.639900000000001,2,5,72.06,3.0
FC(F)Oc2ccc(NCc1c([nH]nc1)C(=O)OCC)cc2,ZINC92120329,OK,311.28800000000007,2.799900000000001,2,5,76.24,7.0
O(c2ccc(c1nc(nc(c1)C)NCCC)cc2)CC,ZINC94728306,OK,271.36400000000003,3.672620000000002,1,4,47.040000000000006,6.0
Fc1ccc(cc1)CNc3nc(c(c2onc(c2)C)cn3)c5cnc(N4CCOCC4)cc5,ZINC19124023,OK,446.4860000000003,4.089820000000003,1,8,89.2,6.0
O(c4ccc(c2nc(nc(c1ccc(cc1)C)c2)NC(=O)CN3CCCCC3)cc4)C,ZINC21659507,OK,416.5250000000004,4.552020000000003,1,5,67.35000000000001,6.0
Brc1cc(ccc1)[C@@H]4Nc2n(nnn2)[C@H](c3c(OC)cc(OC)cc3)C4,ZINC02915414,Filter9_metal > 0,416.2790000000003,3.5991000000000017,1,7,74.09,4.0
s1c(ncc1C)Nc2nc(nc(c2)C[C@H]3CN(C(=O)C(N)(C)C)CCC3)C,ZINC72382940,OK,388.5410000000003,2.8119400000000008,2,7,97.03,5.0
O(c1ccc(cc1)[C@H]4n2nc(nc2N[C@@H](c3ccc(OCC)cc3)C4)N)CC,ZINC02472251,OK,379.4640000000002,3.804000000000001,2,7,87.22,6.0
O=C(OCc1nc(nc(n1)N)Nc2ccccc2)c3[nH]cc(c3)C(=O)C,ZINC18610712,OK,352.35400000000016,2.0850999999999997,3,8,135.88,6.0
O(c2cc(c(c1nc(nc(c1)C)NCCC)cc2)C)C,ZINC94729348,OK,271.36400000000003,3.5909400000000025,1,4,47.040000000000006,5.0
S(c1n(nnn1)C2CCCC2)Cc3nc(nc(n3)N)Nc4ccccc4,ZINC08232286,OK,369.458,2.5913000000000004,2,10,120.32,6.0
S(c1n(nnn1)C2CCCC2)Cc3nc(nc(n3)N)Nc4ccccc4,ZINC08232286,OK,369.458,2.5913000000000004,2,10,120.32,6.0
Clc1c(N(=O)O)cc(cc1)C(=O)n2nc(nc2NCc3ccc(F)cc3)NCc4ccc(F)cc4,ZINC09948526,INVALID,-999.0,-999.0,-999,-999,-999.0,
Clc1c(ccc(Cl)c1)C(=O)N[C@H](C(=O)O)\C(=N\c2ccc(OC)cc2)\C,ZINC83293938,Filter39_imine > 0,395.24200000000013,3.9776000000000025,2,4,87.99000000000001,6.0
o1c(ccc1)CNc4nc(c2c(nc(nc2)N3CCOCC3)C)ccn4,ZINC19960281,OK,352.39800000000014,2.2837199999999998,1,8,89.2,5.0
O(c2ccc(\N=C(\[C@H](NC(=O)c1ccc(OC)cc1)C(=O)O)/C)cc2)C,ZINC83293939,Filter39_imine > 0,356.3780000000001,2.679400000000001,2,5,97.22000000000001,7.0
Fc1ccc(cc1)C=NNc2nc(nc(n2)Nc3ccc(N(=O)O)cc3)Nc4ccc(OC)cc4,ZINC14921163,INVALID,-999.0,-999.0,-999,-999,-999.0,
FC(F)Oc1ccc(cc1)[C@H]4n2ncnc2N[C@@H](c3cc(OC)ccc3)C4,ZINC02918191,OK,372.37500000000017,4.0344000000000015,1,6,61.2,5.0
S(c1oc(nn1)C2CC2)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,ZINC14242958,OK,359.39000000000004,2.8892000000000007,2,9,115.64,6.0
S(c2cc1OCCCOc1cc2)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,ZINC09576219,OK,399.4510000000001,3.7901000000000016,2,8,95.18,5.0
S(c2cc1OCCCOc1cc2)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,ZINC09576219,OK,399.4510000000001,3.7901000000000016,2,8,95.18,5.0
S(c1oc(nn1)C2CC2)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,ZINC14242958,OK,359.39000000000004,2.8892000000000007,2,9,115.64,6.0
s3cc(c1c(nc(nc1)NCCCN(C)C)c2c(OC)nc(OC)nc2)cc3,ZINC12252680,OK,400.50800000000015,3.0429000000000013,1,9,85.29,9.0
O=C(O)c1ncnc(c1)\C=C\c2c([nH]nc2)c3cc(ccc3)C,ZINC90072019,OK,306.32500000000005,3.0437200000000013,2,4,91.76,4.0
O=C(O)c1ncnc(c1)\C=C\c2c([nH]nc2)c3cc(ccc3)C,ZINC90072019,OK,306.32500000000005,3.0437200000000013,2,4,91.76,4.0
s3cc(c1c(nc(nc1)NCCCN(C)C)c2c(OC)nc(OC)nc2)cc3,ZINC12252680,OK,400.50800000000015,3.0429000000000013,1,9,85.29,9.0
Fc2c(OC)ccc(c1nc(ncc1F)NCCC)c2,ZINC94729026,OK,279.28999999999996,3.252300000000001,1,4,47.040000000000006,5.0
Fc1ccc(cc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4,ZINC21792823,OK,429.45100000000014,5.219200000000004,1,5,73.34,6.0
o1c(nnc1c3cc2OCCOc2cc3)NC(=O)C(c4ccccc4)c5ccccc5,ZINC04107156,OK,413.43300000000005,4.278400000000003,1,6,86.48000000000002,5.0
Fc3c(ccc(OCc1nc(nc(n1)N)Nc2ccc(F)cc2)c3)C#N,ZINC66750380,OK,354.32000000000005,2.926280000000001,2,7,109.74000000000001,5.0
Clc1c(ccc(Cl)c1)C(=O)N[C@H](C(=O)O)\C(=N\c2ccc(OC)cc2)\C,ZINC83293938,Filter39_imine > 0,395.24200000000013,3.9776000000000025,2,4,87.99000000000001,6.0
O(c4cc(Nc2nc(nc1n(ncc12)C)NCc3ccc(cc3)C)ccc4)C,ZINC17041626,OK,374.4480000000001,4.036020000000002,2,7,76.89,6.0
O=C(O)c2ncn(c1ncnc(NCCOC)c1)c2,ZINC57330547,OK,263.257,0.41879999999999984,2,7,102.16,6.0
S(=O)(=O)(N3C[C@@H](C(=O)Nc1oc(nn1)c2cc(OC)c(OC)cc2)CCC3)C,ZINC13790636,OK,410.4520000000003,1.363899999999999,1,8,123.86000000000001,6.0
O=N(O)c3cc(c1nc(ncc1)Nc2ccccc2)ccc3,ZINC72443511,INVALID,-999.0,-999.0,-999,-999,-999.0,
O=c1[nH]c(nc2nccc(c12)c3ccc(OC)cc3)Nc4ccc(OC)cc4,ZINC72440116,OK,374.4000000000001,3.7459000000000024,2,6,89.13000000000001,5.0
On1n(nc(N(=O)O)c1Nc2ccc(cc2)C(C)C)c3ccc(OC)cc3,ZINC04919890,INVALID,-999.0,-999.0,-999,-999,-999.0,
n1c(nc(nc1N)c2ccc(cc2)C#N)NCc3ccccc3,ZINC32576517,OK,302.341,2.6045800000000003,2,6,100.50999999999999,4.0
n1c(nc(nc1N)c2ccc(cc2)C#N)NCc3ccccc3,ZINC32576517,OK,302.341,2.6045800000000003,2,6,100.50999999999999,4.0
Clc3ccc(Nc2nc(c1cc(N(=O)O)ccc1)ccn2)cc3,ZINC72443550,INVALID,-999.0,-999.0,-999,-999,-999.0,
O=C(O)c4cnc(c3c1c([nH]cc1)nc(NC2CCCC2)c3)cc4,ZINC72150570,OK,322.3680000000001,3.6776000000000026,3,4,90.89999999999999,4.0
O=N(O)c3cc(c1nc(ncc1)Nc2ccc(cc2)C)ccc3,ZINC72443526,INVALID,-999.0,-999.0,-999,-999,-999.0,
O=N(O)c3cc(c1nc(ncc1)Nc2ccc(cc2)C)ccc3,ZINC72443526,INVALID,-999.0,-999.0,-999,-999,-999.0,
Clc1c(Cl)ccc(c1)[C@@H]4Nc2n(nc(n2)N)[C@H](c3ccc(OCC)cc3)C4,ZINC03642468,OK,404.3010000000002,4.712100000000002,2,6,77.99000000000001,4.0
Fc4c(Nc1nn(c2c1C(=O)CCC2)c3ccc(OC)cc3)cccc4,ZINC10156831,OK,351.38100000000003,4.282600000000003,1,5,56.150000000000006,4.0
S(=O)(=O)(N(C)C)c2ccc(c1oc(nn1)NC(=O)CC)cc2,ZINC35590056,OK,324.3620000000001,1.3353999999999995,1,6,105.4,5.0
Clc1sc(Cl)cc1C(=O)Nc2oc(nn2)c3ccc(S(=O)(=O)C(C)C)cc3,ZINC09814006,OK,446.33700000000016,4.539300000000003,1,7,102.16,5.0
On1n(nc(N(=O)O)c1NCc2c(OC)cccc2)c3ccc(OC)cc3,ZINC05005454,INVALID,-999.0,-999.0,-999,-999,-999.0,
On1n(nc(N(=O)O)c1NCc2c(OC)cccc2)c3ccc(OC)cc3,ZINC05005454,INVALID,-999.0,-999.0,-999,-999,-999.0,
O(c1c(OC)c(ccc1OC)[C@H]4n2ncnc2N[C@@H](c3cc(c(cc3)C)C)C4)C,ZINC72333091,OK,394.4750000000002,4.067040000000003,1,7,70.43,5.0
S(Cc1nc(nc(n1)N)Nc2ccccc2)[C@H](C(=O)N(CC)CC)C,ZINC29351109,OK,360.48700000000025,2.687500000000001,2,7,97.02999999999999,8.0
S(Cc1nc(nc(n1)N)Nc2ccccc2)[C@H](C(=O)N(CC)CC)C,ZINC29351109,OK,360.48700000000025,2.687500000000001,2,7,97.02999999999999,8.0
S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3cc(OC)ccc3,ZINC09096621,OK,345.3920000000001,1.0217999999999994,2,11,129.54999999999998,6.0
S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3cc(OC)ccc3,ZINC09096621,OK,345.3920000000001,1.0217999999999994,2,11,129.54999999999998,6.0
FC(F)(F)Oc3ccc(n2nc(Nc1ccc(cc1)C(C)(C)C)c(n2)C(=O)C)cc3,ZINC20446799,OK,418.4190000000002,5.409600000000004,1,6,69.03999999999999,5.0
FC(F)(F)Oc3ccc(n2nc(Nc1ccc(cc1)C)c(n2)C(=O)C)cc3,ZINC08612992,OK,376.33800000000014,4.4205200000000024,1,6,69.03999999999999,5.0
FC(F)(F)Oc3ccc(n2nc(Nc1ccc(cc1)C)c(n2)C(=O)C)cc3,ZINC08612992,OK,376.33800000000014,4.4205200000000024,1,6,69.03999999999999,5.0
s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nnc3NC,ZINC12551213,OK,360.4720000000001,2.6913199999999993,3,10,114.53,6.0
s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nnc3N,ZINC07777368,OK,346.4450000000001,2.231819999999999,3,10,128.52,5.0
s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nnc3NC4CCCCC4,ZINC36805716,OK,428.5910000000003,4.3942200000000025,3,10,114.53,7.0
s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nnc3NC4CCCCC4,ZINC36805716,OK,428.5910000000003,4.3942200000000025,3,10,114.53,7.0
s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nnc3NCCC,ZINC17886745,OK,388.5260000000002,3.471520000000001,3,10,114.53,8.0
O(c4c(Nc1nn(c2c1C(=O)CCC2)c3ccc(OC)cc3)cccc4)C,ZINC09303445,OK,363.41700000000003,4.1521000000000035,1,6,65.38,5.0
o1c(ccc1)CNc4nc(c2c(nc(nc2)N3CCOCC3)C)ccn4,ZINC19960281,OK,352.39800000000014,2.2837199999999998,1,8,89.2,5.0
Clc4ccc(OCC(=O)n1nc(nc1NCc2ccc(OC)cc2)c3ccc(OC)cc3)cc4,ZINC10076669,OK,478.9360000000002,4.947000000000004,1,8,87.50000000000001,9.0
Clc4ccc(OCC(=O)n1nc(nc1NCc2ccc(OC)cc2)c3ccc(OC)cc3)cc4,ZINC10076669,OK,478.9360000000002,4.947000000000004,1,8,87.50000000000001,9.0
Clc1c(Cl)ccc(c1)[C@@H]4Nc2n(nc(n2)N)[C@H](c3ccc(OCC)cc3)C4,ZINC03642468,OK,404.3010000000002,4.712100000000002,2,6,77.99000000000001,4.0
FC(F)(F)Oc3ccc(n2nc(Nc1ccc(cc1)C)c(n2)C(=O)C)cc3,ZINC08612992,OK,376.33800000000014,4.4205200000000024,1,6,69.03999999999999,5.0
FC(F)(F)Oc3ccc(n2nc(Nc1ccc(cc1)C)c(n2)C(=O)C)cc3,ZINC08612992,OK,376.33800000000014,4.4205200000000024,1,6,69.03999999999999,5.0
O=C(N3C[C@H](c1nc(ncc1)Nc2ncccn2)CCC3)Cc4ccccc4,ZINC72377685,OK,374.4480000000002,2.9589000000000016,1,6,83.9,5.0
S(=O)(=O)(N3[C@@H](C(=O)Nc1oc(nn1)c2cc(OC)c(OC)cc2)CCCC3)C,ZINC13793112,OK,410.4520000000003,1.5063999999999993,1,8,123.86000000000001,6.0
Fc3c(ccc(OCc1nc(nc(n1)N)Nc2ccccc2)c3)C#N,ZINC66749645,OK,336.33000000000004,2.787180000000001,2,7,109.74000000000001,5.0
S(=O)(=O)(c3ccc(n1nnnc1CNc2c(cc(cc2C)C)C)cc3)C,ZINC58162596,OK,371.4660000000001,2.603160000000001,1,7,89.77,5.0
S(Cc1nc(nc(n1)N)Nc2ccc(F)cc2)[C@H]([C@H](O)C)C,ZINC79056841,OK,323.39700000000005,2.3390000000000004,3,7,96.95,6.0
S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2c(ccc(c2)C)C)cc3)C(C)C,ZINC09814442,OK,413.49900000000014,3.7167400000000024,1,6,102.16,6.0
S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2c(ccc(c2)C)C)cc3)C(C)C,ZINC09814442,OK,413.49900000000014,3.7167400000000024,1,6,102.16,6.0
S(Cc1nc(nc(n1)N)Nc2ccc(cc2)C)Cc3nc(nc(n3)N)N,ZINC12542410,OK,370.4460000000002,1.2886199999999994,4,11,167.43,6.0
FC(F)(F)c2nc(nc(c1ccc(OC)cc1)c2)NCCCN,ZINC02538541,OK,326.3220000000002,2.9317,2,5,73.06,6.0
FC(F)(F)c2nc(nc(c1ccc(OCC)cc1)c2)NCCCN,ZINC02538542,OK,340.34900000000016,3.3218000000000005,2,5,73.06,7.0
FC(F)(F)Oc4ccc(n3nc(Nc1cc2c(cc1)CCC2)c(n3)C(=O)C)cc4,ZINC20446784,OK,402.37600000000026,4.600800000000003,1,6,69.03999999999999,5.0
FC(F)(F)Oc4ccc(n3nc(Nc1cc2c(cc1)CCC2)c(n3)C(=O)C)cc4,ZINC20446784,OK,402.37600000000026,4.600800000000003,1,6,69.03999999999999,5.0
On1n(nc(N(=O)O)c1Nc2ccc(cc2)C(=O)OCC)c3ccc(OC)cc3,ZINC16400928,INVALID,-999.0,-999.0,-999,-999,-999.0,
s4cc(c1c(nc(nc1)NC2CCN(C(C)C)CC2)c3c(OC)nc(OC)nc3)cc4,ZINC12220204,OK,440.57300000000026,3.964000000000003,1,9,85.29,7.0
s3cc(c1c(nc(nc1)NCC=C)c2c(OC)nc(OC)nc2)cc3,ZINC12327591,OK,355.42300000000006,3.2772000000000023,1,8,82.05000000000001,7.0
O(c1c(OC)c(ccc1OC)[C@H]4n2nnnc2N[C@@H](c3ccccc3)C4)C,ZINC15866231,OK,367.4090000000001,2.845200000000001,1,8,83.32000000000001,5.0
Fc3c(c1onc(n1)CC(=O)NC2CCCC2)ccc(N(=O)O)c3,ZINC72587861,INVALID,-999.0,-999.0,-999,-999,-999.0,
O(c1c(OC)c(ccc1OC)[C@H]4n2ncnc2NC(c3cc(c(cc3)C)C)=C4)C,ZINC13132091,OK,392.4590000000002,3.976740000000003,1,7,70.43,5.0
Fc5c(c2nc(nc1nn(c(N)c12)c3cc(F)ccc3)NC[C@H]4OCCC4)ccc(OC)c5,ZINC35929124,OK,452.46500000000026,3.942400000000003,2,8,100.11000000000001,6.0
Fc5c(c2nc(nc1nn(c(N)c12)c3cc(F)ccc3)NC[C@H]4OCCC4)ccc(OC)c5,ZINC35929124,OK,452.46500000000026,3.942400000000003,2,8,100.11000000000001,6.0
O(c1ccc(OC)cc1)Cc2nc(nc(n2)N)Nc3ccccc3,ZINC01266821,OK,323.35600000000005,2.785,2,7,95.18,6.0
FC(F)Oc1ccc(cc1)[C@H]4n2nnnc2N[C@H](c3ccccc3)C4,ZINC06941520,OK,343.3370000000001,3.4208000000000007,1,6,64.86,4.0
O=C(c3cc(c1nc(nc(n1)N)Nc2ccc(cc2)C)ccc3)C,ZINC32503371,OK,319.3680000000001,3.375420000000002,2,6,93.79,4.0
O=C(c3cc(c1nc(nc(n1)N)Nc2ccc(cc2)C)ccc3)C,ZINC32503371,OK,319.3680000000001,3.375420000000002,2,6,93.79,4.0
s1nc5c(n1)cccc5Nc4nc(Nc3c2nsnc2ccc3)c(N(=O)O)c(n4)C,ZINC13476019,INVALID,-999.0,-999.0,-999,-999,-999.0,
FC(F)(F)Oc3ccc(n2nc(Nc1ccc(cc1)CC)c(n2)C(=O)C)cc3,ZINC08613010,OK,390.3650000000002,4.674500000000003,1,6,69.03999999999999,6.0
On1n(nc(N(=O)O)c1Nc2ccc(cc2)C(C)C)c4cc3OCCOc3cc4,ZINC04757970,INVALID,-999.0,-999.0,-999,-999,-999.0,
O(c1ccc(cc1)[C@H]4n2nnnc2N[C@@H](c3cc(c(cc3)C)C)C4)C,ZINC15866335,OK,335.4110000000001,3.444840000000002,1,6,64.86,3.0
s1c(ncc1C)Nc2nc(nc(c2)C[C@H]4CN(C(=O)Cc3ccc(F)cc3)CCC4)C,ZINC72382944,OK,439.5600000000003,4.456440000000004,1,6,71.01,6.0
s1c(ncc1C)Nc2nc(nc(c2)C[C@H]4CN(C(=O)Cc3ccc(F)cc3)CCC4)C,ZINC72382944,OK,439.5600000000003,4.456440000000004,1,6,71.01,6.0
s1c(ncc1C)Nc2nc(nc(c2)C[C@H]4CN(C(=O)Cc3ccccc3)CCC4)C,ZINC72382302,OK,421.5700000000003,4.317340000000004,1,6,71.01,6.0
s1c(ncc1C)Nc2nc(nc(c2)C[C@H]4CN(C(=O)Cc3ccccc3)CCC4)C,ZINC72382302,OK,421.5700000000003,4.317340000000004,1,6,71.01,6.0
o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c(ccc(c3)C)C,ZINC10701938,OK,367.40500000000014,3.551840000000002,1,6,86.48000000000002,6.0
S(c1nccn(c1=O)c2ccc(OCC)cc2)CC(=O)Nc3ccc(F)cc3,ZINC04853241,OK,399.4470000000001,3.501100000000002,1,6,73.22,7.0
o1nc(nc1[C@@H]4CN(c3ncnc(NCC2CC2)c3)CCC4)C,ZINC91455034,OK,314.39300000000014,2.373920000000001,1,7,79.97,5.0
Clc1ccc(cc1)[C@H]4Nc2n(nnn2)[C@H](c3ccc(OC(F)F)cc3)C4,ZINC02918158,OK,377.7820000000001,4.074200000000001,1,6,64.86,4.0
S(c1nccn(c1=O)c2ccc(OCC)cc2)CC(=O)Nc3ccc(OCC)cc3,ZINC09761474,OK,425.5100000000002,3.7607000000000026,1,7,82.45,9.0
o1c(ccc1)CNc2n(nc(n2)c3ccc(OC)cc3)C(=O)c4cc(ccc4)C,ZINC04777295,OK,388.42700000000013,4.155720000000003,1,7,82.18,6.0
Fc3ccc(Nc1nc(nc(n1)COc2cc(c(N(=O)O)cc2)C)N)cc3,ZINC26267725,INVALID,-999.0,-999.0,-999,-999,-999.0,
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N3C[C@H](CCC3)C,ZINC78790831,OK,324.38800000000015,2.4618800000000007,1,5,86.83999999999999,3.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CC3CCC3)C,ZINC78790278,OK,324.38800000000015,2.4618800000000007,1,5,86.83999999999999,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCN(CCOC)C,ZINC78791078,OK,371.4450000000003,1.2878799999999997,2,7,108.1,10.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@@H](CN3CCCCC3)C,ZINC78791561,OK,367.45700000000033,2.193979999999999,2,6,98.86999999999999,6.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCN3CCCCC3,ZINC78790747,OK,367.45700000000033,2.1955799999999996,2,6,98.86999999999999,7.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCN3CCCCC3,ZINC78790747,OK,367.45700000000033,2.1955799999999996,2,6,98.86999999999999,7.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@@H](CN3CCCCC3)C,ZINC78791561,OK,367.45700000000033,2.193979999999999,2,6,98.86999999999999,6.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCCn3cncc3,ZINC78791886,OK,364.4130000000002,1.99648,2,7,113.45,8.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@H]4C[C@@H](C3CC3)CCC4,ZINC78791737,OK,364.4530000000003,3.288380000000002,2,5,95.63,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@@H]4[C@H](C3CCCCC3)C4,ZINC78790129,OK,364.4530000000003,3.288380000000002,2,5,95.63,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@@H]4C[C@H](C3CC3)CCC4,ZINC78791748,OK,364.4530000000003,3.288380000000002,2,5,95.63,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@H]4[C@@H](C3CCCCC3)C4,ZINC78790120,OK,364.4530000000003,3.288380000000002,2,5,95.63,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@H]4[C@@H](C3CCCCC3)C4,ZINC78790120,OK,364.4530000000003,3.288380000000002,2,5,95.63,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@H]3[C@H](OC)CCCC3,ZINC78790139,OK,354.41400000000027,2.2771799999999995,2,6,104.86,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCC3CCCC3,ZINC78790396,OK,352.4420000000003,3.2899800000000017,2,5,95.63,7.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCC3CCCC3,ZINC78790396,OK,352.4420000000003,3.2899800000000017,2,5,95.63,7.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@@H]3C[C@@H](CCC3)CC,ZINC78791710,OK,352.4420000000003,3.288380000000002,2,5,95.63,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCC(C)(C)C,ZINC78790887,OK,340.4310000000002,3.145880000000002,2,5,95.63,6.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@@H]3C[C@@H](CCC3)C,ZINC78789795,OK,338.41500000000025,2.8982800000000015,2,5,95.63,4.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@H]3[C@@H](CCCC3)C,ZINC78791516,OK,338.41500000000025,2.8982800000000015,2,5,95.63,4.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCCC#N,ZINC78791619,OK,323.3600000000002,2.01346,2,6,119.41999999999999,7.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CCCC3,ZINC78790426,OK,310.3610000000002,2.26218,2,5,95.63,4.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCC(C)C,ZINC78790063,OK,298.3500000000001,1.9755799999999997,2,5,95.63,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)\C=C\C=C\C,ZINC79018791,OK,293.33000000000004,2.2688800000000002,1,5,83.6,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCC,ZINC78789887,OK,284.3230000000001,1.7295799999999997,2,5,95.63,5.0
O(c1c(OC)c(ccc1OC)[C@H]4n2ncnc2N[C@@H](c3cc(c(cc3)C)C)C4)C,ZINC72333091,OK,394.4750000000002,4.067040000000003,1,7,70.43,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCc3cn(nc3)C,ZINC78789691,OK,336.3590000000001,1.2532799999999997,2,7,113.45,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCC3CC3,ZINC78790044,OK,296.3340000000001,1.7295799999999997,2,5,95.63,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC3,ZINC78791135,OK,282.30700000000013,1.4819799999999996,2,5,95.63,4.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@@H]3C[C@@H](N(C)C)CC3,ZINC92071106,OK,353.43000000000023,1.8022799999999994,2,6,98.86999999999999,5.0
O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N[C@H]([C@H](CC)C)C,ZINC78789623,OK,326.40400000000017,2.7541800000000007,2,5,95.63,6.0
O(c4ccc(Nc3nn1c(nc(cc1C)C)c3NC(=O)c2ccccc2)cc4)C,ZINC35671252,OK,387.4430000000001,4.350640000000003,2,6,80.55000000000001,5.0
