Name,Smiles,Unaligned Pharm. Score,CNNaffinity,CNNaffinity_variance,rmsd,Binding Affinity Score,CNNscore,CNN_VS,Pharm. Score,minimizedAffinity
ZINC09761355,S(c1nccn(c1=O)c3cc2OCCOc2cc3)CC(=O)Nc4ccc(cc4)C(C)C,-1.0,6.920848,0.22213742,1.082541,-20.36,0.7043282,4.874548,55.22,-7.77386
ZINC20796927,O(c4ccc(n2nc(Nc1ccc(OC)cc1)c3c2CC(CC3=O)C)cc4)C,-1.0,6.7260675,0.17439935,0.89162916,-18.95,0.719157,4.8370986,55.22,-9.19974
ZINC20796906,Fc4ccc(Nc1nn(c2c1C(=O)CC(C2)C)c3ccc(OC)cc3)cc4,-1.0,6.9049263,0.19899091,1.010301,-15.87,0.7850867,5.4209657,55.22,-6.95209
ZINC20796906,Fc4ccc(Nc1nn(c2c1C(=O)CC(C2)C)c3ccc(OC)cc3)cc4,-1.0,6.83068,0.21234801,0.8914814,-20.56,0.7595577,5.188296,55.22,-6.46131
ZINC15016903,O=N(O)c1c(O)ccc(c1)C3n2nnnc2NC(=C3C(=O)OC)C,-1.0,5.213811,0.21225639,1.1007103,8.56,0.43749833,2.2810335,55.21,-6.4994
ZINC78789994,O(C3CN(C(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)CCC3)C,65.91,6.2615476,0.057733785,1.0430851,-11.67,0.68440914,4.2854605,55.2,-6.62185
ZINC00144045,o2c(NC(=O)c1occc1)c(cc2c3ccc(OC)cc3)C#N,76.01,5.666827,0.14277205,0.86207545,-16.63,0.7557786,4.282867,55.2,-7.41077
ZINC09824767,s2c(Nc1ccc(OCC)cc1)c(S(=O)(=O)CC)c(N)c2C(=O)c3ccc(cc3)C,45.66,6.4287367,0.18758209,1.0757473,-18.91,0.3990715,2.5655258,55.19,-8.06028
ZINC04853210,S(c1nccn(c1=O)c2ccc(OCC)cc2)CC(=O)Nc3ccc(cc3)CC,-1.0,6.9367523,0.05903086,1.091484,-18.56,0.8407335,5.83196,55.19,-6.98368
ZINC78790956,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N3CC(COC)CCC3,-1.0,6.2275853,0.14964995,1.0381731,-10.76,0.75129753,4.6787696,55.19,-7.32709
ZINC00633405,Fc1c(F)ccc(c1)C4Nc2n(ncn2)C(c3ccc(OCC)cc3)C=4,65.67,6.661841,0.32671946,1.1233772,-16.1,0.6020489,4.0107536,55.19,-8.357
ZINC86302762,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N3C4C(CCC3)CCC4,-1.0,6.4734344,0.1849024,1.0576292,-12.74,0.66261876,4.289419,55.19,-8.1191
ZINC02336107,O(c1ccc(cc1)C4Nc2n(ncn2)C(c3ccc(OCC)cc3)C4)CC,66.31,6.8203897,0.18965194,0.93619466,-18.99,0.85260963,5.81513,55.18,-8.33344
ZINC79056841,S(C(C(O)C)C)Cc1nc(nc(n1)N)Nc2ccc(F)cc2,45.81,6.4746804,0.06910212,1.0724535,-4.04,0.9204463,5.9595957,55.18,-7.73982
ZINC39934335,S(C1=NNCN1C)Cc2nc(nc(n2)N)Nc3ccccc3,55.83,6.4969316,0.072868064,1.0358683,-4.05,0.9655406,6.2730513,55.18,-7.77503
ZINC09985119,s4c(c3nnc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3N)ccc4,-1.0,6.862783,0.32146713,1.0895091,-9.3,0.6991975,4.7984405,55.17,-9.01986
ZINC78790683,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CCO)CCCCCC,-1.0,6.6019583,0.014685238,0.9966748,-7.73,0.89714366,5.922905,55.17,-7.15532
ZINC78790642,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CCCCCCC3)C,-1.0,6.7410784,0.11717568,1.1917411,-13.27,0.78945184,5.321757,55.17,-8.26196
ZINC78789737,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C(c3ccncc3)C)C,-1.0,6.612905,0.11525849,1.0377382,-10.99,0.79948926,5.286947,55.17,-7.85462
ZINC78790269,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CCOC)CCCC,-1.0,6.4424224,0.035930213,0.9960453,-14.01,0.85544467,5.511136,55.17,-6.89882
ZINC78790720,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CC(CCC3)C)C,-1.0,6.5917397,0.09906638,1.128088,-12.02,0.8295482,5.4681654,55.17,-8.14967
ZINC78790720,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CC(CCC3)C)C,-1.0,6.819335,0.14231566,1.0410281,-13.32,0.88622195,6.043444,55.17,-8.26541
ZINC78790708,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CC(CCC3)C)C,-1.0,6.7826514,0.10972319,1.1281013,-12.49,0.86590415,5.873126,55.17,-8.38081
ZINC78790708,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CC(CCC3)C)C,-1.0,6.1252503,0.056028772,1.0406713,-14.66,0.54242617,3.3224962,55.17,-7.34825
ZINC78790710,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CC(CCC3)C)C,-1.0,6.6997023,0.1131281,1.1296232,-11.04,0.8429518,5.647526,55.17,-8.13634
ZINC78790710,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CC(CCC3)C)C,-1.0,6.6361647,0.11181523,1.0398661,-14.21,0.81265944,5.392942,55.17,-8.01413
ZINC78790714,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CC(CCC3)C)C,-1.0,6.6045914,0.097294234,1.1367093,-12.72,0.8288945,5.4745092,55.17,-8.1841
ZINC78790714,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CC(CCC3)C)C,-1.0,6.845865,0.1454493,1.0402344,-14.38,0.8838187,6.0505033,55.17,-8.22161
ZINC86302760,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N3C4C(CCC3)CCC4,-1.0,6.4151406,0.1252635,1.0414937,-13.6,0.6841726,4.3890634,55.17,-7.9526
ZINC86302765,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N3C4C(CCC3)CCC4,-1.0,6.659297,0.073879406,1.1185669,-14.54,0.8576083,5.7110686,55.17,-8.67262
ZINC78791896,o1c(ccc1)C(N(C(=O)Nc2nn(cn2)Cc3ccc(cc3)C#N)C)C,-1.0,6.484946,0.11372844,1.0376911,-14.45,0.8422634,5.4620323,55.17,-7.80086
ZINC78789907,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CCN(C)C)C,-1.0,5.6050606,0.38293868,0.95176184,-3.35,0.55915767,3.1341126,55.17,-6.35402
ZINC78791597,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CCCOC)C,-1.0,6.0436897,0.07372786,1.0368471,-8.45,0.8529873,5.1551905,55.17,-7.04028
ZINC78790555,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CCCC=C)C,-1.0,6.464499,0.046204545,1.1140907,-12.14,0.8848378,5.720033,55.17,-7.119
ZINC00530170,O(c1ccc(cc1)C4n2ncnc2NC(c3ccccc3)C4)CC,66.32,6.4803185,0.16783935,0.9363956,-11.78,0.8792443,5.6977835,55.17,-8.54643
ZINC78790833,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CCCC)C,-1.0,6.158955,0.047440283,1.0340686,-9.97,0.887011,5.463061,55.17,-6.65804
ZINC78789743,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CC(C)C)C,-1.0,6.3256903,0.034296643,1.179166,-13.01,0.92378837,5.8435993,55.17,-7.50429
ZINC78791750,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(C3CCC3)C,-1.0,6.1731973,0.08947333,1.1044581,-11.92,0.89014065,5.4950137,55.17,-7.64905
ZINC78790298,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CCC)C,-1.0,6.0789986,0.05000035,1.1174157,-11.45,0.89402056,5.4347496,55.17,-7.26299
ZINC78791126,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N3CCCC3,65.56,6.0723925,0.064103015,1.0531557,-9.8,0.90884715,5.5188766,55.17,-8.04897
ZINC78791034,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N(CC)C,-1.0,5.9860396,0.076622024,0.9703629,-8.15,0.92118657,5.5142593,55.17,-7.42226
ZINC16400897,Brc4c(cc(Nc1n(O)n(nc1N(=O)O)c3cc2OCCOc2cc3)cc4)C,66.45,6.2694273,0.96341926,0.80242497,-11.68,0.4970994,3.1165285,55.16,-9.06046
ZINC20446910,FC(F)(F)Oc3ccc(n2nc(NC1CC1)c(n2)C(=O)C)cc3,75.97,5.943776,0.13729131,1.0002855,-15.84,0.54915994,3.2640839,55.14,-7.66329
ZINC20463422,FC(F)(F)Oc4ccc(n3nc(Nc1ccc(cc1)C(=O)N2CCCCCC2)c(n3)C(=O)C)cc4,76.07,6.8912153,0.11402466,0.8497102,-19.48,0.67168874,4.6287518,55.12,-8.30437
ZINC20463422,FC(F)(F)Oc4ccc(n3nc(Nc1ccc(cc1)C(=O)N2CCCCCC2)c(n3)C(=O)C)cc4,76.07,7.042309,0.12300237,0.8495514,-22.23,0.6093373,4.291141,55.12,-9.19198
ZINC20463377,FC(F)(F)Oc4ccc(n3nc(Nc1ccc(cc1)C(=O)N2CCCC2)c(n3)C(=O)C)cc4,76.07,6.924922,0.07472185,0.84989184,-16.43,0.62536705,4.330618,55.12,-9.08951
ZINC16101370,S(c1nnc(n1C)c2ccc(N(CC)CC)cc2)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,7.3198533,0.09679647,1.0837051,-8.84,0.85192794,6.2359877,55.11,-8.25198
ZINC03392901,Clc4ccc(c3nnc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3C)cc4,-1.0,7.449338,0.11390002,1.0841513,-11.32,0.905721,6.7470217,55.11,-8.96165
ZINC72452432,Clc4cc(Nc3nc(c2nnc1n(nc(n1)C)c2C)ccn3)ccc4,-1.0,7.242419,0.1342519,1.1033995,-17.33,0.94762355,6.8630867,55.11,-9.15903
ZINC92497410,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)c3c(n(nc3)C(C)C)C,-1.0,6.365682,0.1323662,0.99023056,-12.85,0.82194805,5.23226,55.11,-8.12748
ZINC92497410,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)c3c(n(nc3)C(C)C)C,65.57,6.4014635,0.13515164,1.0395726,-7.63,0.82567906,5.2855544,55.11,-8.18287
ZINC72452389,Clc4cc(Nc3nc(c2nnc1n(ncn1)c2C)ccn3)ccc4,-1.0,6.945029,0.25399116,1.1033136,-15.31,0.85795975,5.958555,55.11,-8.5285
ZINC72452429,n14nc(nc1nnc(c2nc(ncc2)Nc3cc(ccc3)C)c4C)C,-1.0,7.1324043,0.18109706,1.0678408,-16.28,0.9559678,6.818349,55.11,-9.48514
ZINC72452386,n14ncnc1nnc(c2nc(ncc2)Nc3cc(ccc3)C)c4C,-1.0,6.9311614,0.2909514,1.0677752,-14.27,0.95421296,6.613804,55.11,-9.14835
ZINC02209270,Clc1ccc(cc1)C4Nc2n(nc(n2)NC(=O)C(C)C)C(c3ccc(OC)cc3)C4,-1.0,5.831102,1.6042004,1.0550562,-15.5,0.2981318,1.7384368,55.1,-0.86581
ZINC05188761,o2c(=Nc1ccc(OC)cc1)c(cc3c2ccc(N(=O)O)c3)C(=O)NC(=O)C,-1.0,6.5859146,0.1290605,0.98593426,-8.64,0.6939631,4.5703816,55.1,-8.68471
ZINC05188761,o2c(=Nc1ccc(OC)cc1)c(cc3c2ccc(N(=O)O)c3)C(=O)NC(=O)C,-1.0,6.559386,0.12502477,0.9857819,-7.64,0.6877336,4.51111,55.1,-8.75356
ZINC78790089,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)Nc3cn(nc3)CCC,65.93,6.653346,0.12752596,1.0644349,-8.43,0.8518156,5.6674237,55.09,-8.23353
ZINC02411295,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccccc3)C4)NC(=O)C(C)C)C,-1.0,5.3314676,0.9110073,1.0550557,-12.77,0.19664338,1.0483978,55.08,-4.19108
ZINC73691213,O(c1nc(nc(c1)C)Nc2cc(ccc2)CC)Cc4cc3OCOc3cc4,-1.0,6.815932,0.20163889,1.0718757,-27.03,0.8955878,6.104265,55.08,-8.14634
ZINC72452641,Clc5c(Nc4nc(c3nnc1n(nc(n1)c2ccncc2)c3C)ccn4)ccc(Cl)c5,-1.0,7.7426124,0.1333741,1.0588851,-9.87,0.7904256,6.119959,55.07,-9.2062
ZINC72383938,O=C(N3CC(Cc2ncnc(Nc1nc(ccc1)C)c2)CCC3)CCOC,-1.0,6.775656,0.026601296,0.8604038,-13.85,0.7897334,5.350962,55.07,-7.62095
ZINC02642501,S(c1nnc(n1C)c2ccccc2)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,7.315919,0.12397071,1.0838252,-10.06,0.9371753,6.8562984,55.05,-8.87241
ZINC20776342,Fc4c(OC)ccc(c1nc(nnc1)NCCCn2ncc3c2cccc3)c4,-1.0,6.6979713,0.35470602,1.0506157,-15.98,0.6741634,4.5155272,55.05,-7.45402
ZINC72377863,FC(F)(F)c1c(nccc1)Nc2nc(ccn2)C4CN(C(=O)C3CCC3)CCC4,-1.0,6.688549,0.19104472,0.9376403,-29.14,0.5058703,3.3835382,55.04,-8.23106
ZINC02914162,Clc1ccc(cc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,6.8740654,0.13523875,0.9404826,-18.22,0.90768695,6.2394996,55.02,-8.50364
ZINC39591183,O(c4c(O)ccc(c2nc1nc([nH]c1c(c2)C(=O)O)c3ccc(OC)cc3)c4)C,-1.0,6.5622597,0.23623136,0.87944376,-16.95,0.689971,4.527769,54.97,-9.24816
ZINC73691213,O(c1nc(nc(c1)C)Nc2cc(ccc2)CC)Cc4cc3OCOc3cc4,-1.0,6.6780767,0.3191241,1.0864152,-27.07,0.8215982,5.486696,54.97,-8.10652
ZINC09465710,Brc4c(c3nnc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3N)cccc4,-1.0,7.265227,0.32860798,1.084688,-12.63,0.7044529,5.11801,54.96,-8.92213
ZINC73691213,O(c1nc(nc(c1)C)Nc2cc(ccc2)CC)Cc4cc3OCOc3cc4,-1.0,6.5712137,0.2618413,1.0864145,-27.15,0.81925994,5.383532,54.95,-8.55793
ZINC73691185,O(c1nc(nc(c1)C)Nc2cc(c(cc2)C)C)Cc4cc3OCOc3cc4,-1.0,6.721357,0.17875382,1.0865617,-24.91,0.8720202,5.861159,54.94,-8.47735
ZINC40867436,O=C(O)c1cc(ccc1)C3n2ncnc2NC(=C3C(=O)OCC)C,-1.0,5.848339,0.2231508,1.1436936,-11.58,0.6578456,3.8473043,54.94,-5.86208
ZINC02914251,Brc1ccc(cc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,6.8922195,0.13458738,0.94053715,-18.36,0.91157156,6.2827516,54.93,-8.48197
ZINC02192281,ClC(F)(F)Oc2ccc(Nc1nc(OCC(F)(F)F)nc(n1)NCCCC)cc2,95.89,6.9105134,0.13801089,0.79996026,-22.84,0.58525145,4.044388,54.92,-7.39582
ZINC39591037,O(c4c(O)ccc(c2nc1nc([nH]c1c(c2)C(=O)O)c3ccccc3)c4)CC,-1.0,6.0436177,0.23440132,0.8794657,-16.46,0.5470949,3.3064322,54.92,-9.30853
ZINC78791737,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC4CC(C3CC3)CCC4,65.89,6.9281626,0.13106538,1.1253191,-11.14,0.8736811,6.0530047,54.92,-8.90057
ZINC78789884,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCc3ccccc3,66.05,6.626788,0.06574133,1.0110224,-12.47,0.931168,6.1706533,54.92,-8.4432
ZINC92071110,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(N(C)C)CC3,65.74,6.448745,0.037972745,1.0980976,-13.75,0.9445734,6.091313,54.92,-8.30334
ZINC92071110,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(N(C)C)CC3,65.9,6.446781,0.051459678,1.0910037,-3.3,0.94832665,6.113654,54.92,-8.26442
ZINC78791720,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(CCC3)CC,65.74,6.7765527,0.06862363,1.1318278,-15.26,0.8956127,6.0691667,54.92,-8.69022
ZINC78789806,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(CCC3)C,65.74,6.327956,0.10458292,1.1318284,-13.57,0.8284199,5.242205,54.92,-8.61663
ZINC78791503,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCCCC,66.05,5.5752277,0.09169339,1.0118549,-9.74,0.32672626,1.8215733,54.92,-5.98482
ZINC06039264,S(c1nnc(n1C)c2c(cccc2)C)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,7.4211793,0.14696021,1.0840355,-11.86,0.9173682,6.807954,54.91,-8.92947
ZINC09221789,Clc4c(c3nnc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3C)cccc4,-1.0,7.5072784,0.13519265,1.08384,-13.85,0.8979656,6.7412777,54.89,-9.03162
ZINC05005451,Clc1c(cccc1)CNc2n(O)n(nc2N(=O)O)c3ccc(OC)cc3,66.13,6.2021937,0.63920206,0.92668927,-9.84,0.5522351,3.4250693,54.72,-9.07729
ZINC12590503,Fc3c(OC)ccc(c1nc(nnc1)NCC2CN(CCOC)CCC2)c3,55.84,6.7279205,0.124996044,0.99019283,-13.43,0.9548023,6.423834,47.49,-7.82683
ZINC95080280,O=C(O)c4ccc(c1nc(ncc1)Nc3ccc(N2CCOCC2)cc3)cc4,-1.0,6.559266,0.04354668,1.1233684,-14.48,0.8941673,5.8650813,47.39,-8.78407
ZINC72463508,Oc4ccc(c3c1c([nH]cc1)nc(NCc2ncccc2)c3)cc4,85.96,6.950783,0.09142051,0.91593736,-10.54,0.98918563,6.8756146,47.33,-9.89565
ZINC09139838,s3c(SCc1nc(nc(n1)N)Nc2c(OC)cccc2)nnc3NC4CC4,-1.0,7.293425,0.16092002,1.1064205,-2.78,0.96731925,7.0550704,47.29,-7.52067
ZINC72478040,[nH]3c2nc(NC1CCCC1)cc(c2cc3)c4cnc(cc4)C#N,66.23,6.999392,0.046009682,0.98988295,-8.27,0.981362,6.8689375,47.17,-9.41014
ZINC02749300,S(c3cc(N(=O)O)cc(NC(=O)c2cc1OCOc1cc2)c3)CC(O)CO,65.9,6.4174285,0.11196063,0.9277187,6.44,0.9121319,5.8535414,47.14,-9.97601
ZINC17206629,O(c1ccc(OC)cc1)Cc2nc(nc(n2)N)Nc3ccc(cc3)C,66.01,6.963073,0.06985477,1.1499342,-14.29,0.97998697,6.8237205,47.12,-8.30792
ZINC04351319,o1c(ccc1)C=CC=NNc2nncc(n2)c3ccc(OC)cc3,76.2,6.392802,0.3825918,0.9403025,-12.58,0.89447933,5.7182293,47.09,-7.81908
ZINC12543812,s3c(SCc1nc(nc(n1)N)Nc2ccc(cc2)C)nnc3NC,65.54,6.967275,0.1018609,1.1031004,-3.29,0.96556085,6.7273283,47.01,-7.80178
ZINC02411301,s3c(SCc1nc(nc(n1)N)Nc2ccc(cc2)C)nnc3N,65.54,6.8726287,0.09202407,1.1031002,0.54,0.9719029,6.6795278,47.01,-8.36705
ZINC09908061,Fc4c(NC(=O)CNc1nc(nc(n1)Nc2ccc(OC)cc2)Nc3ccc(OC)cc3)cccc4,-1.0,6.5680404,0.24906036,0.8131845,-24.4,0.31787178,2.0877948,47.0,-9.58855
ZINC06265598,s3c2ncn1nc(nc1c2c(c3C(=O)OCC)C)c4n[nH]c(c4)C,-1.0,6.711,0.18795209,0.9024177,5.16,0.95658934,6.419671,46.98,-8.3586
ZINC02538546,O(c2ccc(c1nc(ncc1)NCCCN)cc2)C,65.72,5.79323,0.12566277,1.1039703,-12.59,0.9613343,5.5692306,46.94,-7.3796
ZINC36680640,o1c(nnc1c2cc(OCC)c(OCC)cc2)NC(=O)Cc3c4c(ccc3)cccc4,55.5,6.6618905,0.089443,1.1400671,-19.01,0.8312568,5.5377417,46.92,-7.99833
ZINC36680640,o1c(nnc1c2cc(OCC)c(OCC)cc2)NC(=O)Cc3c4c(ccc3)cccc4,65.77,6.630143,0.13554065,1.0272198,-21.7,0.8288236,5.495219,46.92,-7.9653
ZINC05372469,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)CCCC,65.62,5.758575,0.20379122,0.9518926,-15.31,0.79731274,4.5913854,46.92,-6.77549
ZINC08815561,O=N(O)c4ccc(Nc1nc(nc(n1)Nc2ncccc2)Nc3ncccc3)cc4,-1.0,6.508252,0.3251968,0.8023674,-10.15,0.33610952,2.1874855,46.91,-8.58335
ZINC11704833,O1c5c(OC1)ccc(c2nc(nnc2)NCc3ccc(cc3)CN4CCCC4)c5,56.13,6.972524,0.24278817,0.962317,-16.11,0.96856123,6.7533164,46.87,-9.38311
ZINC11704833,O1c5c(OC1)ccc(c2nc(nnc2)NCc3ccc(cc3)CN4CCCC4)c5,56.13,6.871274,0.1622068,0.9623171,-13.02,0.9639825,6.623788,46.87,-9.19863
ZINC45948993,O=C(O)c3nn(c1nc(nc(c1)COC)Nc2ccccc2)cc3,66.15,6.033792,0.30084574,0.8959395,-13.91,0.6861058,4.1398196,46.87,-8.64341
ZINC08191784,O1c4c(OC1)ccc(OCc2nc(nc(n2)N)Nc3ccc(cc3)C)c4,56.06,6.985732,0.18220676,1.1454847,-6.6,0.9734668,6.8003783,46.85,-8.62941
ZINC02472259,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)C,-1.0,6.9123993,0.1865,0.9365246,-11.6,0.9692156,6.699605,46.84,-8.72647
ZINC94728881,O(c2c(c1nc(ncc1)NCCC)ccc(OC)c2)C,-1.0,6.4508133,0.063550465,1.0268062,-21.34,0.9790669,6.315778,46.84,-7.41437
ZINC94729065,O(c2ccc(c1nc(ncc1)NCCC)cc2)CCC,75.68,5.776671,0.090015434,1.0257753,-20.48,0.72082233,4.1639533,46.84,-5.37
ZINC04821997,On1n(nc(N(=O)O)c1Nc2ccccc2)c3ccc(OC)cc3,66.38,5.9266367,0.4884935,0.88712066,-31.29,0.5581601,3.3080122,46.83,-9.05839
ZINC12590510,Fc3c(OC)ccc(c1nc(nnc1)NCC2CN(CCOC)CCC2)c3,55.9,6.8596663,0.16085246,0.9837405,-19.46,0.9514258,6.5264635,46.82,-7.9954
ZINC12456272,O(c3ccc(c1nc(nnc1)NCCN2C(CO)CCCC2)cc3)C,55.79,6.618781,0.11293503,1.0919911,-15.31,0.9563648,6.3299694,46.82,-7.65292
ZINC15073634,O(c3ccc(c1nc(nnc1)NCCCCCN2CCOCC2)cc3)C,55.89,6.4353867,0.21883368,1.0485713,-14.41,0.9265118,5.962462,46.81,-7.29949
ZINC15073634,O(c3ccc(c1nc(nnc1)NCCCCCN2CCOCC2)cc3)C,56.01,6.4316025,0.10654937,1.049197,-15.03,0.9543759,6.1381664,46.81,-7.00241
ZINC12075529,O(c3ccc(c1nc(nnc1)NCCCc2ccccc2)cc3)C,56.0,6.5309243,0.1557354,1.0870775,-22.99,0.9679556,6.321645,46.81,-8.15141
ZINC12075529,O(c3ccc(c1nc(nnc1)NCCCc2ccccc2)cc3)C,56.01,6.5284514,0.16483442,1.0468496,-15.69,0.96851015,6.3228717,46.81,-8.07406
ZINC11879038,O(c3ccc(c1nc(nnc1)NCC2N(CCC2)CC)cc3)C,-1.0,6.508176,0.06374173,0.9426133,-17.15,0.9512191,6.190701,46.81,-7.82471
ZINC06947683,s1c(ccc1)C4Nc2n(ncn2)C(c3cc(OC)c(OCC)cc3)C4,-1.0,6.910909,0.1152796,0.9405059,-19.76,0.9547984,6.598525,46.8,-7.99365
ZINC00527880,O(c1ccc(cc1)C4n2ncnc2NC(c3ccc(cc3)CC)C4)C,66.31,6.629321,0.30970952,0.93619484,-22.79,0.8494709,5.6314154,46.8,-8.56039
ZINC02916479,Ic1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,6.9233046,0.40149188,0.936152,-7.59,0.8272059,5.7269983,46.77,-8.51887
ZINC15866455,Brc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,6.8929915,0.4056306,0.936049,-6.68,0.8440353,5.8179283,46.77,-8.51656
ZINC15866431,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,6.891452,0.41837883,0.93598956,-6.74,0.84312254,5.8103385,46.77,-8.50456
ZINC04619750,O(c1nc(nc(n1)NCC=C)Nc2ccc(OC)cc2)CC,75.82,6.4205065,0.1217739,0.918418,-20.94,0.88780814,5.700178,46.77,-7.16543
ZINC02914417,Brc1cc(ccc1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,6.891589,0.23138897,0.93652505,-20.02,0.90892774,6.2639565,46.75,-8.55387
ZINC12712741,Fc3c(OC)ccc(c1nc(nnc1)NCc2c(OC)cccc2)c3,66.01,6.5790253,0.17230117,0.95151114,-19.96,0.9560322,6.28976,46.73,-8.23604
ZINC13792616,S(=O)(=O)(N3C(C(=O)Nc1oc(nn1)c2cc(OCC)c(OCC)c(OCC)c2)CCCC3)C,-1.0,7.108864,0.025924552,1.0484632,-15.17,0.6703147,4.7651763,46.72,-7.96879
ZINC09122410,o1c(nnc1c2cc(OC)c(OC)c(OC)c2)NC(=O)c3n(nc(c3)C)C,-1.0,6.1828713,0.33134294,0.9613693,-11.73,0.622253,3.8473103,46.72,-7.6704
ZINC09814278,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2c(cc(cc2)C)C)cc3)C(C)C,75.9,6.5973754,0.060721844,1.0487274,-17.22,0.6775929,4.4703345,46.71,-7.75314
ZINC09814278,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2c(cc(cc2)C)C)cc3)C(C)C,-1.0,6.4121985,0.10923263,1.0243399,-17.31,0.38877764,2.4929194,46.71,-7.5607
ZINC03642489,Brc1ccc(cc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,-1.0,7.107891,0.11704178,0.93638563,-17.09,0.87321115,6.20669,46.7,-9.69842
ZINC01114989,Clc1ccc(cc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,66.31,7.014529,0.099735215,0.93617535,-16.33,0.846575,5.9383254,46.7,-9.8055
ZINC03651783,o1c(nc2c1cccc2)c5ccc(Nc3nc(OC)nc(n3)Nc4ccccc4)cc5,-1.0,7.205889,0.15232101,0.8114542,-25.87,0.76195776,5.4905834,46.7,-9.04509
ZINC03651783,o1c(nc2c1cccc2)c5ccc(Nc3nc(OC)nc(n3)Nc4ccccc4)cc5,-1.0,7.1885962,0.1565834,0.63808936,-21.65,0.7489933,5.38421,46.7,-9.02226
ZINC06866887,s1c(nc(c1c2ccc(N(=O)O)cc2)c3ccccc3)NN=Cc4oc(cc4)C,-1.0,6.64541,0.14055523,0.9031499,-16.86,0.44719997,2.9718273,46.7,-9.48561
ZINC02915501,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OCC)cc3)C4,-1.0,7.035669,0.29654282,0.9359892,-11.42,0.8568243,6.0283318,46.7,-8.34524
