Name,Smiles,Unaligned Pharm. Score,CNNaffinity,CNNaffinity_variance,rmsd,Binding Affinity Score,CNNscore,CNN_VS,Pharm. Score,minimizedAffinity
ZINC11183408,O(c1c(OC)ccc(c1)C=C(c2nc(nc(n2)N)Nc3ccccc3)C#N)Cc4ccccc4,-1.0,7.582564,0.3298939,1.0714183,-22.37,0.97136146,7.3654103,56.66,-9.39087
ZINC05372485,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c4c(ccc3)cccc4,65.77,6.1645937,0.13985708,1.0272198,-14.8,0.8078232,4.979902,56.66,-7.62507
ZINC05372485,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c4c(ccc3)cccc4,55.5,6.5419297,0.12477396,1.1400665,-18.2,0.6856863,4.4857116,56.66,-8.24014
ZINC12543946,S(c1[nH]ncn1)Cc2nc(nc(n2)N)Nc3ccc(cc3)C,65.68,6.620992,0.15254542,1.0563047,-3.18,0.9608261,6.361622,56.65,-8.06057
ZINC59520104,O(c4ccc(c1nc(nc(n1)c2ccc(OC)cc2)NC3CCCC3)cc4)C,-1.0,6.613725,0.2551374,1.0795991,-20.94,0.4593775,3.0381966,56.63,-8.2873
ZINC20908631,O1c5c(OC1)ccc(c2nc(nnc2)NC4c3c(cccc3)CC4)c5,56.08,6.9258537,0.18160014,0.9576618,-27.92,0.94379187,6.5365644,56.63,-9.76734
ZINC06831442,S(c1oc(nn1)c2occc2)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,7.2342157,0.21581516,1.0590452,-10.25,0.95526826,6.910617,56.62,-8.46979
ZINC91027526,S(Cc1nc(nc(n1)N)Nc2ccc(F)cc2)Cc3n(ncc3)C,-1.0,6.822821,0.07093766,1.0385963,-12.15,0.90660065,6.185574,56.62,-7.53086
ZINC37376042,O1c5c(OC1)ccc(c3nc(nc2nn(c(N)c23)C)NCC4CC4)c5,56.51,7.090823,0.14192311,0.86423373,-16.16,0.97793716,6.9343796,56.62,-8.08842
ZINC37376042,O1c5c(OC1)ccc(c3nc(nc2nn(c(N)c23)C)NCC4CC4)c5,-1.0,6.916571,0.25970632,0.9527157,-17.28,0.9177759,6.3478627,56.62,-7.79721
ZINC13123354,s1c(ccc1)C(=O)Nc2nn4c(n2)NC(c3ccc(OC)cc3)CC4c5ccc(OC)cc5,65.72,7.209536,0.108917475,1.0840247,-26.04,0.7366319,5.310774,56.61,-6.47109
ZINC13123354,s1c(ccc1)C(=O)Nc2nn4c(n2)NC(c3ccc(OC)cc3)CC4c5ccc(OC)cc5,66.31,7.166812,0.122253194,0.93627936,-19.56,0.6661979,4.774515,56.61,-6.94039
ZINC13123354,s1c(ccc1)C(=O)Nc2nn4c(n2)NC(c3ccc(OC)cc3)CC4c5ccc(OC)cc5,65.72,5.768785,1.4352099,1.0840248,-26.05,0.57109064,3.2944992,56.61,-2.17809
ZINC13123354,s1c(ccc1)C(=O)Nc2nn4c(n2)NC(c3ccc(OC)cc3)CC4c5ccc(OC)cc5,66.31,7.0329185,0.12651789,0.9362797,-19.52,0.5804159,4.082018,56.61,-6.88578
ZINC13127113,o1c(ccc1)C(=O)Nc2nn4c(n2)NC(c3ccc(OC)cc3)CC4c5ccc(OC)cc5,66.31,6.982583,0.14240524,0.9361948,-17.83,0.6261397,4.372072,56.61,-8.57938
ZINC13127113,o1c(ccc1)C(=O)Nc2nn4c(n2)NC(c3ccc(OC)cc3)CC4c5ccc(OC)cc5,65.72,7.05681,0.062488746,1.0838863,-26.22,0.8146869,5.7490907,56.61,-7.55578
ZINC13127419,O(c1ccc(cc1)C4Nc2n(nc(n2)NC(=O)COC)C(c3ccc(OC)cc3)C4)C,66.31,7.2969055,0.055378117,0.9362794,-13.38,0.9612385,7.0140667,56.61,-8.72186
ZINC05562076,O(c1ccc(cc1)C4Nc2n(nc(n2)NC(=O)CCC)C(c3ccc(OC)cc3)C4)C,-1.0,7.341741,0.06113586,0.93627936,-18.17,0.96291304,7.069458,56.61,-8.49247
ZINC10745298,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c(cc(cc3C)C)C,-1.0,6.24631,0.18779024,1.0146611,-15.47,0.78115314,4.879325,56.61,-7.61741
ZINC10745298,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c(cc(cc3C)C)C,55.81,6.433488,0.19653347,1.037319,-12.46,0.879502,5.6582656,56.61,-7.77045
ZINC02368276,O=c3n2c(c1c(cc(OC)c(OC)c1)CC2)cc(n3)Nc4c(cc(cc4)C)C,65.95,6.846507,0.20506647,1.0022105,-27.16,0.8080413,5.5322604,56.61,-9.48743
ZINC05372664,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c(cc(cc3)C)C,65.75,6.231255,0.23388782,1.037455,-13.57,0.84143955,5.2432246,56.61,-7.86948
ZINC11717472,S(c1[nH]nc(n1)CC)Cc2nc(nc(n2)N)Nc3ccc(F)cc3,65.68,6.827301,0.06551932,1.0554438,-2.41,0.9549248,6.5195594,56.61,-8.30481
ZINC05005437,On1n(nc(N(=O)O)c1NCCc2cc(ccc2)C)c4cc3OCCOc3cc4,75.92,6.3731165,0.64957845,0.8870468,-12.46,0.57638663,3.6733792,56.6,-9.1261
ZINC05005455,On1n(nc(N(=O)O)c1NCCc2cc(ccc2)C)c3ccc(OC)cc3,66.08,6.6698494,0.07695045,0.8876878,-17.26,0.7769797,5.1823373,56.6,-8.32777
ZINC05562076,O(c1ccc(cc1)C4Nc2n(nc(n2)NC(=O)CCC)C(c3ccc(OC)cc3)C4)C,-1.0,7.332808,0.081609964,0.93627894,-31.81,0.95213294,6.981808,56.59,-8.47443
ZINC05637483,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3c(cccc3)CC,55.89,6.681058,0.16456357,1.0581708,2.21,0.9474755,6.3301387,56.58,-7.56637
ZINC05637483,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3c(cccc3)CC,-1.0,6.9034233,0.17915821,1.0874729,1.43,0.94287604,6.5090723,56.58,-7.99542
ZINC02471969,Fc1ccc(cc1)C5Nc2n(ncn2)C(c4ccc(OCc3ccccc3)cc4)C5,66.31,6.7711306,0.18933898,0.93605816,-24.54,0.71687233,4.8540363,56.57,-9.2116
ZINC00529674,Fc1ccc(cc1)C4Nc2n(ncn2)C(c3ccc(OCC)cc3)C4,66.31,6.630961,0.20767681,0.93617547,-16.52,0.808748,5.3627763,56.57,-8.68136
ZINC15671167,O(c4ccc(c2nc(nc(c1ccc(OC)cc1)c2)NC(=O)c3c(cccc3)C)cc4)C,76.0,6.680387,0.41217262,0.96933013,-28.72,0.3536119,2.3622642,56.56,-8.35583
ZINC71795480,O=N(O)c3c(cc(OCc1nc(nc(n1)N)Nc2c(cccc2)CC)cc3)C,-1.0,7.2980146,0.09140694,1.2455921,-7.31,0.9573666,6.9868755,56.56,-8.93762
ZINC02191142,s3c(SCc1nc(nc(n1)N)Nc2cc(ccc2)C)nnc3N,-1.0,6.807433,0.15536779,1.1034626,-3.42,0.9201027,6.263538,56.55,-8.21568
ZINC09701445,o1c(nnc1c3cc2OCOc2cc3)NC(=O)C4CCCCC4,55.91,5.725019,0.19314322,0.91755736,-22.59,0.4648569,2.6613145,56.55,-8.19623
ZINC72443523,O=N(O)c3ccc(c1nc(ncc1)Nc2ccc(cc2)C)cc3,-1.0,6.4071627,0.077655666,1.124647,-16.9,0.9141076,5.8568363,56.55,-8.75116
ZINC36652469,o1c(nnc1c3cc2OCOc2cc3)NC(=O)C4CCCC4,55.85,5.9148693,0.18544632,0.93210155,-21.76,0.8286032,4.9010797,56.55,-8.20796
ZINC04400121,o1c(=O)ccc4c1cc(OCc2nc(nc(n2)N)Nc3c(cccc3)C)cc4,-1.0,7.143225,0.13993356,1.151346,-16.79,0.9372179,6.6947584,56.54,-9.1354
ZINC05005456,On1n(nc(N(=O)O)c1NCCc2ccc(cc2)C)c3ccc(OC)cc3,65.86,6.06472,0.59183013,0.92484796,-26.95,0.55150384,3.3447165,56.54,-8.55348
ZINC14226642,Clc3ccc(Nc1nc(nc(n1)CSc2nncn2C)N)cc3,-1.0,6.8405485,0.13606854,1.0853788,-3.72,0.9587999,6.5587173,56.53,-8.07574
ZINC36652515,o1c(nnc1Cc3cc2OCOc2cc3)NC(=O)C4CCCC4,56.03,6.2522974,0.21928072,0.9951176,-16.86,0.88379824,5.525769,56.53,-8.55226
ZINC09701543,o1c(nnc1c3cc2OCOc2cc3)NC(=O)CCC,46.21,5.5869665,0.15628447,0.9896474,-19.76,0.762546,4.2603188,56.53,-6.55299
ZINC36805719,Clc4ccc(c3oc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nn3)cc4,-1.0,7.5350313,0.15616852,1.0626515,-12.18,0.96221995,7.2503576,56.52,-9.20772
ZINC36832738,S(c1oc(nn1)c2ccc(cc2)C)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,7.4946594,0.14542583,1.0625318,-10.16,0.9686576,7.259759,56.52,-9.24877
ZINC07372292,S(c2cc1OCCCOc1cc2)Cc3nc(nc(n3)N)Nc4ccccc4,66.33,7.144136,0.11381501,1.0737113,-6.84,0.9679025,6.914827,56.51,-8.6903
ZINC07372292,S(c2cc1OCCCOc1cc2)Cc3nc(nc(n3)N)Nc4ccccc4,56.27,7.2958727,0.12184559,1.0730019,-7.48,0.9746201,7.1107044,56.51,-8.75134
ZINC05702390,S(c1nnc(n1C)c2occc2)Cc3nc(nc(n3)N)Nc4ccccc4,-1.0,6.8705034,0.09920107,1.0857198,-9.5,0.9229999,6.341474,56.51,-7.47985
ZINC72416778,ClCC(=O)Nc3nc2c1c(cc(OC)c(OC)c1)Cc2cn3,56.0,6.4202666,0.17381386,0.8936204,-15.96,0.9582154,6.1519985,56.51,-8.52477
ZINC12637172,S(C(c1nc(nc(n1)N)Nc2ccccc2)C)CCOc3c(cccc3)C,55.61,6.637786,0.09219106,1.0784638,-23.93,0.84741944,5.624989,56.5,-8.42572
ZINC09701923,o1c(nnc1Cc3cc2OCOc2cc3)NC(=O)CC,56.09,6.304698,0.16088067,0.9929408,-13.02,0.95040584,5.9920216,56.5,-8.34272
ZINC09701740,o1c(nnc1Cc3cc2OCOc2cc3)NC(=O)C,55.86,6.2739363,0.21880934,1.0746822,-13.6,0.970767,6.0905304,56.5,-8.75944
ZINC13940522,O(c4ccc(Nc1nc(nc(n1)Nc2ccc(OC)cc2)NN=CC=Cc3ccc(N(C)C)cc3)cc4)C,65.73,7.2108407,0.10476967,0.9551554,-17.52,0.37884244,2.7317724,56.48,-7.4603
ZINC02749300,S(c3cc(N(=O)O)cc(NC(=O)c2cc1OCOc1cc2)c3)CC(O)CO,65.95,6.30903,0.038551457,0.9265885,3.32,0.96245474,6.072156,56.47,-8.21995
ZINC02915501,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OCC)cc3)C4,66.31,7.037744,0.29462475,0.93571335,-17.07,0.85709494,6.032015,56.46,-8.34268
ZINC02915359,Clc1c(ccc(Cl)c1)C4N2NN=NC2=NC(c3ccc(OC)cc3)C4,-1.0,6.813548,0.2983039,1.154382,-20.29,0.857545,5.842924,56.46,-8.63781
ZINC01609269,O(c4ccc(n2c1ncnc(N)c1c(c2)c3ccc(OC)cc3)cc4)C,56.46,6.721948,0.10764974,0.81645215,-27.57,0.91912854,6.178334,56.46,-8.46273
ZINC15838210,Clc1cc(ccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4,76.04,6.63637,0.3523294,0.96924525,-29.9,0.338292,2.2450309,56.45,-8.65678
ZINC06668904,O1c2c(OC1)ccc(c2)C5n3nnnc3NC(c4ccc(OC)cc4)C5,56.6,6.734082,0.48013896,0.9411629,-8.47,0.7952782,5.3554688,56.44,-9.39824
ZINC06668904,O1c2c(OC1)ccc(c2)C5n3nnnc3NC(c4ccc(OC)cc4)C5,56.6,6.663643,0.40041584,0.9411626,-12.26,0.80332917,5.353099,56.44,-8.73633
ZINC12557359,O(c1c(OC)cc(cc1)C#N)Cc2nc(nc(n2)N)Nc3ccc(cc3)C,-1.0,7.1660995,0.069787905,1.2179368,-1.4,0.9662622,6.924331,56.43,-8.29627
ZINC04684932,Clc1nc(nc(n1)NCCCCCC)Nc2ccc(N(=O)O)cc2,45.78,6.634711,0.22126803,1.1933326,-26.23,0.8691253,5.766395,56.43,-6.75048
ZINC13655539,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)c3n(ncc3)C,-1.0,5.7802744,0.2080172,0.9595124,-20.24,0.75833756,4.383399,56.43,-7.41831
ZINC06745606,O(c3ccc(Nc2nc(c1ccc(cc1)C#N)ccn2)cc3)C,75.91,6.2686377,0.12282409,1.0254252,-12.88,0.9224424,5.782457,56.43,-8.31814
ZINC06745606,O(c3ccc(Nc2nc(c1ccc(cc1)C#N)ccn2)cc3)C,75.91,6.2577033,0.123119816,1.0260972,-13.46,0.9242237,5.783518,56.43,-8.33437
ZINC06745606,O(c3ccc(Nc2nc(c1ccc(cc1)C#N)ccn2)cc3)C,75.91,6.271128,0.12281497,1.026272,-12.24,0.9218401,5.7809772,56.43,-8.32499
ZINC06745606,O(c3ccc(Nc2nc(c1ccc(cc1)C#N)ccn2)cc3)C,75.91,6.2679152,0.12187346,1.0254238,-13.16,0.9206063,5.7702823,56.43,-8.30993
ZINC03379441,o1c(nnc1CNC(C)C)c2ccc(N(=O)O)cc2,-1.0,5.6477838,0.18111107,1.1398956,-4.02,0.9244151,5.2208967,56.43,-7.11834
ZINC06901583,O5C(CNc2nc3c(n1c2nnc1)cc(cc3)C(=O)c4ccccc4)CCC5,-1.0,6.6256895,0.12797722,0.98713714,-19.08,0.7717696,5.113506,56.41,-10.40819
ZINC02916258,O(c1c(OC)ccc(c1)C4n2ncnc2NC(c3cc(OC)ccc3)C4)C,66.32,6.815713,0.32976002,0.9352712,-17.56,0.8885412,6.0560417,56.4,-8.43359
ZINC02916258,O(c1c(OC)ccc(c1)C4n2ncnc2NC(c3cc(OC)ccc3)C4)C,-1.0,6.8310523,0.2676981,0.9352169,-22.31,0.92045224,6.2876573,56.4,-8.3168
ZINC27188166,S(Cc1nc(nc(n1)N)Nc2ccccc2)CCC(=O)N,66.07,6.322261,0.15526466,0.94720423,-2.57,0.95841575,6.0593543,56.4,-6.79196
ZINC01573466,o1c(nnc1c3cc2OCOc2cc3)Nc4ccccc4,56.06,5.7214212,0.21602634,0.98733497,-17.74,0.9110901,5.21273,56.4,-7.91683
ZINC02220697,O(c1ccc(cc1)C4n2ncnc2NC(c3ccc(OC)cc3)C4)CC,66.31,6.681273,0.19383988,0.9363962,-15.16,0.8630721,5.7664204,56.39,-8.50685
ZINC16226438,Brc3cc(F)c(Nc1n(O)n(nc1N(=O)O)c2ccc(OC)cc2)cc3,66.31,6.125361,0.110881224,0.8872625,-9.62,0.46931213,2.8747063,56.38,-8.95649
ZINC04885666,O=C(c3cc2n1c(nnc1)c(nc2cc3)NCc4ccc(cc4)C)c5ccccc5,-1.0,7.0790734,0.14488274,1.0717607,-30.15,0.9086816,6.4326234,56.38,-8.8167
ZINC01115075,O(c1c(OC)ccc(c1)C4n2ncnc2NC(c3ccc(OC)cc3)C4)C,66.31,6.8914742,0.29728386,0.9353532,-14.98,0.93258107,6.4268584,56.38,-8.31058
ZINC01115075,O(c1c(OC)ccc(c1)C4n2ncnc2NC(c3ccc(OC)cc3)C4)C,66.31,6.889287,0.29693294,0.9354383,-16.94,0.9306022,6.4111857,56.38,-8.31649
ZINC02760486,S(c1cc(N(=O)O)cc(NC(=O)C)c1)CC(O)CO,55.71,5.7114587,0.07255941,0.8444991,7.53,0.87759715,5.01236,56.38,-7.09295
ZINC02434806,O(c3cc2c([nH]c1c(ncnc12)NCC=C)cc3)C,65.99,6.3168893,0.040643938,0.9583426,-17.2,0.93851596,5.9285016,56.38,-7.43328
ZINC10096096,o1c(nnc1c2cc(OC)c(OC)c(OC)c2)NC(=O)Cc3ccc(cc3)C(C)C,85.16,6.7261734,0.14145058,1.0594586,-12.81,0.75943106,5.108065,56.37,-7.7407
ZINC05169556,o1c(nnc1c2cc(OC)c(OC)c(OC)c2)NC(=O)Cc3ccccc3,85.1,6.247462,0.27000344,1.0593845,-10.48,0.7400836,4.623644,56.37,-7.70405
ZINC09701926,o1c(nnc1Cc3cc2OCOc2cc3)NC(=O)CCCC,56.0,6.092726,0.13800615,0.972912,-15.55,0.606983,3.6981814,56.37,-7.76684
ZINC02765105,Brc1oc(cc1)C(=O)Nc2cc(SCC(O)CO)cc(N(=O)O)c2,65.8,5.8531866,0.10780583,0.90076584,-9.57,0.79412055,4.6481357,56.35,-9.17819
ZINC21525647,o1c(ccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4,76.12,7.2064843,0.09264837,0.97054213,-28.13,0.8695689,6.2665343,56.35,-8.85945
ZINC17206629,O(c1ccc(OC)cc1)Cc2nc(nc(n2)N)Nc3ccc(cc3)C,66.11,6.255767,0.23545234,1.0769337,-8.15,0.7188381,4.4968834,56.35,-7.92208
ZINC60386578,o1c(=O)cc(c4c1cc(OCc2nc(nc(n2)N)Nc3c(cccc3)C)cc4)CC,-1.0,7.23076,0.21462674,1.1510502,-16.4,0.856413,6.192517,56.34,-9.31759
ZINC31680283,Fc4ccc(Nc1nc(nc(n1)COc3cc2oc(=O)cc(c2cc3)C)N)cc4,-1.0,7.112808,0.17290495,1.1500574,-11.59,0.83337164,5.927613,56.34,-9.33838
ZINC10687839,S(=O)(=O)(Cc1ccccc1)CCCC(=O)Nc2oc(nn2)c4cc3OCCOc3cc4,85.65,6.53177,0.09449674,0.9521003,-14.49,0.53778046,3.5126584,56.33,-8.31975
ZINC12373563,O(c3c(c1nc(nnc1)NCc2nn(c(c2)C)C)ccc(OC)c3)C,65.83,6.9749084,0.13071746,0.94345516,-9.57,0.98089916,6.8416815,56.33,-8.36112
ZINC01573466,o1c(nnc1c3cc2OCOc2cc3)Nc4ccccc4,56.0,5.70874,0.20574513,0.9853606,-20.91,0.9128255,5.211084,56.33,-7.96336
ZINC71854688,S(Cc1nc(nc(n1)N)Nc2ccccc2)CCC(=O)N4c3c(cccc3)CC4,65.97,7.0018983,0.03919426,0.9847041,-15.93,0.8678039,6.0762744,56.32,-8.66144
ZINC10157181,O=c1n([nH]c2nccc(c12)c3ccc(OC)cc3)c4cc(c(cc4)C)C,65.66,6.5320625,0.14064156,1.1214887,-21.8,0.9491881,6.200156,56.32,-9.42637
ZINC10157181,O=c1n([nH]c2nccc(c12)c3ccc(OC)cc3)c4cc(c(cc4)C)C,65.54,6.5587325,0.12408523,1.0376158,-17.51,0.9478842,6.216919,56.32,-9.52158
ZINC10157181,O=c1n([nH]c2nccc(c12)c3ccc(OC)cc3)c4cc(c(cc4)C)C,65.79,6.55588,0.12828295,0.966812,-17.95,0.94853526,6.2184834,56.32,-9.47955
ZINC27188616,S(Cc1nc(nc(n1)N)Nc2ccc(F)cc2)CCC(=O)N,66.01,6.666635,0.01805038,0.9469702,-4.26,0.9512569,6.3416824,56.31,-7.58354
ZINC40018212,Clc2ccc(Nc1nc(nc(n1)CSCCC(=O)OC)N)cc2,65.99,6.700128,0.08169614,0.9540173,-5.84,0.9248151,6.1963797,56.3,-6.96312
ZINC94729360,O(c2cc(c(c1nc(ncc1C)NCCC)cc2)C)C,66.05,6.4806023,0.06350177,0.9888236,-24.93,0.9621847,6.2355366,56.3,-7.2768
ZINC16581893,Clc1n(c2c(=O)n(c(=O)n(c2n1)C)C)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,-1.0,5.6333466,0.33803058,1.0251874,-3.45,0.17590785,0.99094987,56.29,-7.32396
ZINC16581893,Clc1n(c2c(=O)n(c(=O)n(c2n1)C)C)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,-1.0,5.772268,0.22260399,1.1890371,-2.04,0.22010186,1.270487,56.29,-7.05643
ZINC12903389,Fc3ccc(Nc1nc(nc(n1)COc2c(OC)cc(cc2)C#N)N)cc3,-1.0,6.9092774,0.1368068,1.1770277,-8.5,0.9474314,6.5460663,56.29,-8.26674
ZINC65147909,s1c(ccc1)C(=O)N4CC(c2nc(ncc2)Nc3ccccc3)CCC4,-1.0,6.8838205,0.018637817,1.1042657,-34.72,0.89586407,6.1669674,56.29,-7.77067
ZINC65147909,s1c(ccc1)C(=O)N4CC(c2nc(ncc2)Nc3ccccc3)CCC4,-1.0,6.526437,0.1314396,1.1042659,-34.38,0.4895933,3.1952996,56.29,-8.34069
ZINC65147900,O=C(N3CC(c1nc(ncc1)Nc2ccccc2)CCC3)c4ccccc4,-1.0,6.7408247,0.024601314,1.1039169,-35.54,0.8310054,5.6016617,56.29,-8.48163
ZINC78791710,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(CCC3)CC,65.74,6.6557503,0.12664336,1.1319965,-19.18,0.8933503,5.9459167,56.29,-8.47154
ZINC65147880,o1c(ccc1)C(=O)N4CC(c2nc(ncc2)Nc3ccccc3)CCC4,-1.0,6.5670457,0.042613793,1.1044605,-34.91,0.8367916,5.4952483,56.29,-7.99218
ZINC65147880,o1c(ccc1)C(=O)N4CC(c2nc(ncc2)Nc3ccccc3)CCC4,-1.0,6.4725356,0.06124454,1.1042658,-34.36,0.7822263,5.062988,56.29,-7.70776
ZINC78789795,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(CCC3)C,65.74,6.5379534,0.14007719,1.1319965,-19.98,0.88420886,5.780916,56.29,-8.61283
ZINC35929304,Fc4ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCCOC)cc4,-1.0,7.3290863,0.07097885,1.1031277,-20.45,0.9647215,7.070527,56.28,-8.60019
ZINC09423128,O1c6c(OC1)ccc(Nc3nc2[nH]cnc2c(n3)Nc5cc4OCOc4cc5)c6,-1.0,6.88331,0.25504497,1.2399133,-20.35,0.7343139,5.05451,56.28,-9.33453
ZINC02919778,O=N(O)c1cc(ccc1)C4n2ncnc2NC(c3cc(c(cc3)C)C)C4,56.51,7.0311255,0.0724895,0.9575554,-15.38,0.9387109,6.6001945,56.28,-9.34933
ZINC02919778,O=N(O)c1cc(ccc1)C4n2ncnc2NC(c3cc(c(cc3)C)C)C4,55.85,7.017417,0.082873076,1.0893697,-15.78,0.9283183,6.5143967,56.28,-9.33261
ZINC04684938,O=N(O)c2ccc(Nc1nc(OC)nc(n1)NCCCCCC)cc2,66.53,6.3619475,0.07026959,0.6863837,-5.81,0.5659754,3.6007059,56.28,-6.65364
ZINC94728308,Fc1c(nc(nc1)NCCC)c2ccc(OCC)cc2,85.87,6.342757,0.074263,0.97781885,-21.93,0.95375556,6.04944,56.28,-7.55474
ZINC20446916,FC(F)(F)Oc3ccc(n2nc(NC1CCCCCC1)c(n2)C(=O)C)cc3,-1.0,6.859652,0.09019539,0.78919935,-31.13,0.7220966,4.9533315,56.27,-8.92794
ZINC20446916,FC(F)(F)Oc3ccc(n2nc(NC1CCCCCC1)c(n2)C(=O)C)cc3,66.04,6.8686585,0.09338303,0.842513,-28.97,0.7215415,4.9560223,56.27,-8.94763
ZINC00530170,O(c1ccc(cc1)C4n2ncnc2NC(c3ccccc3)C4)CC,66.32,6.441231,0.15553874,0.9361977,-12.86,0.8753726,5.638477,56.27,-8.52577
ZINC09346299,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3sccc3)C(c4ccc(OC)cc4)C5,66.31,7.2072244,0.14161046,0.93624544,-30.51,0.63767725,4.595883,56.26,-7.1346
ZINC09346299,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3sccc3)C(c4ccc(OC)cc4)C5,65.72,7.1921997,0.14726974,1.0840162,-29.78,0.6245923,4.4921927,56.26,-7.13551
ZINC09346299,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3sccc3)C(c4ccc(OC)cc4)C5,65.72,5.9978952,0.84928524,1.0840157,-29.67,0.34179756,2.050066,56.26,-1.98611
ZINC09346299,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3sccc3)C(c4ccc(OC)cc4)C5,66.31,6.336412,0.27418983,0.93624496,-30.63,0.33118874,2.0985482,56.26,-5.83291
ZINC13131298,Clc1c(ccc(Cl)c1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.28,7.010827,0.22148974,0.90826976,-20.64,0.8016075,5.6199317,56.26,-8.35434
ZINC13131298,Clc1c(ccc(Cl)c1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.23,7.275628,0.11811145,0.9399197,-23.41,0.9314877,6.777158,56.26,-9.14514
ZINC06569435,S(c1[nH]ncn1)Cc2nc(nc(n2)N)Nc3ccc(OC)cc3,65.68,6.798481,0.23314567,1.0564189,-0.21,0.941282,6.3992877,56.26,-7.65723
ZINC65147832,O=C(N3CC(c1nc(ncc1)Nc2ccccc2)CCC3)C4CCC4,66.08,6.5990715,0.10109128,0.9316062,-23.34,0.67822266,4.47564,56.25,-8.40061
ZINC13655539,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)c3n(ncc3)C,-1.0,5.7712183,0.17154363,0.9351478,-10.47,0.7944169,4.5847535,56.25,-7.40159
ZINC12297871,O(c4ccc(c1nc(nnc1)NC3c2c(cccc2)CC3)cc4)C,66.05,6.6777625,0.14976147,0.9372756,-12.91,0.89787567,5.9958005,56.25,-8.81558
ZINC05702394,s3c(SCc1nc(nc(n1)N)Nc2ccccc2)nnc3,65.59,6.646141,0.1362478,1.1034535,-8.89,0.9762137,6.488054,56.25,-7.78383
ZINC19926584,O(c1ccc(cc1)C5n2ncnc2NC(c4ccc(c3ccccc3)cc4)C5)CC,66.31,6.918091,0.21860068,0.93648076,-21.74,0.7765558,5.3722835,56.24,-8.86574
ZINC72121539,O=c1[nH]c(=O)c4c([nH]1)ccc(c3c2c([nH]cc2)nc(NCCN(C)C)c3)c4,86.7,7.057231,0.082961656,0.82713085,6.81,0.96144325,6.785127,56.24,-10.06
ZINC72150570,O=C(O)c4cnc(c3c1c([nH]cc1)nc(NC2CCCC2)c3)cc4,-1.0,6.657528,0.07698543,0.9859721,-15.13,0.92840564,6.1808863,56.24,-9.46426
ZINC04813627,Clc1ccc(cc1)CCNc2n(O)n(nc2N(=O)O)c3ccc(OC)cc3,66.15,6.4510903,0.21971528,0.8880561,-11.96,0.53664964,3.4619753,56.23,-8.03563
ZINC09361324,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3ccc(OC)cc3,65.68,6.9799833,0.118563786,1.054175,4.42,0.9793027,6.8355165,56.22,-7.82402
ZINC09361324,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3ccc(OC)cc3,-1.0,6.8660784,0.08138676,1.0833372,4.45,0.95631856,6.5661583,56.22,-7.9362
ZINC05993164,S(c1nnc(n1N)C)Cc2nc(nc(n2)N)Nc3c(cccc3)C,-1.0,6.456956,0.3497989,1.0893557,-5.95,0.8402848,5.425682,56.22,-7.77183
ZINC13131776,O(c1ccc(cc1)C4n2nc(nc2NC(c3cc(OC)ccc3)C4)N)CC,66.36,7.014525,0.049195755,0.9360584,-16.94,0.96026087,6.735774,56.21,-9.04923
ZINC00373962,ClCC(=O)Nc1cc(SCC(O)CO)cc(N(=O)O)c1,55.66,5.709184,0.21479833,0.8062666,-5.45,0.8579016,4.897918,56.21,-7.63742
ZINC65148103,o1c(ccc1)C(=O)N4CC(c2nc(ncc2)Nc3ccc(cc3)C)CCC4,-1.0,6.7944245,0.07040833,1.1044602,-31.68,0.846162,5.749184,56.2,-8.2967
